cycle,node,pts,zed_pts,R,energy,cx,cy,yaw,w,d,s_cx,s_cy,s_yaw,s_w,s_d
21,residual_4,53,0,0.0009,0.0578668,0.0825981,-1.95031,-1.56155,0.420141,0.404023,0.026472,0.0223077,0.0527953,0.0164974,0.0180711
21,residual_3,605,0,0.0009,0.704172,2.28805,-0.506861,1.55325,1.50199,0.208086,0.0255922,0.0214596,0.0507569,0.0123274,0.0117989
21,residual_2,203,0,0.0009,0.469761,2.04447,-2.00336,-0.391117,0.400289,0.284205,0.025619,0.0214029,0.051394,0.0120735,0.0119949
21,residual_1,1756,0,0.0009,0.196333,4.69263,-0.618118,1.54374,0.539126,0.492064,0.0255884,0.021372,0.050764,0.0118193,0.0117826
22,residual_9,27,0,0.0009,0.00352416,-0.976893,2.37123,-0.0342528,0.40369,0.368323,0.0278471,0.022803,0.0572863,0.0254123,0.0179346
22,residual_8,43,0,0.0009,0.0744554,-0.20566,0.329999,1.53898,0.498705,0.201457,0.0286754,0.193119,0.0521672,0.38141,0.0308984
22,residual_7,6,0,0.0009,0.0224349,-2.35393,0.206525,1.32122,0.118705,0.05,0.0278816,0.0248611,0.797683,0.0237839,0.030086
22,residual_6,29,0,0.0009,0.00537626,-3.83863,-0.512442,1.52636,1.46215,0.180706,0.0268556,0.027593,0.0509228,0.0311118,0.0200374
22,residual_5,9,0,0.0009,0.00665058,-2.39046,-1.09604,-1.54834,0.142825,0.0500306,0.0320377,0.0255613,0.270458,0.0241413,0.0397063
22,residual_4,53,0,0.0009,0.0633921,0.0822784,-1.9503,-1.56231,0.420111,0.404142,0.0264426,0.0223444,0.0520515,0.0165867,0.0179385
22,residual_3,605,0,0.0009,0.686008,2.2882,-0.507095,1.55337,1.50152,0.208088,0.0255882,0.0214559,0.0500843,0.0123112,0.0117941
22,residual_2,203,0,0.0009,0.443908,2.04407,-2.00342,-0.387071,0.399626,0.284759,0.0256144,0.0214015,0.0506991,0.0120693,0.011989
22,residual_1,1757,0,0.0009,0.194521,4.69264,-0.618082,1.54362,0.539248,0.492083,0.0255861,0.0213708,0.0500915,0.0118146,0.0117778
23,residual_9,28,0,0.0009,0.00523537,-0.977756,2.37123,-0.0324797,0.405141,0.368287,0.0276692,0.0227931,0.0564627,0.0245542,0.0177932
23,residual_8,43,0,0.0009,0.0709472,-0.205521,0.329937,1.53884,0.498688,0.20147,0.0287706,0.192983,0.0515058,0.381424,0.0312759
23,residual_7,6,0,0.0009,0.00648088,-2.35298,0.205925,1.28748,0.118833,0.05,0.028011,0.0248934,0.757935,0.0233526,0.0297344
23,residual_6,29,0,0.0009,0.00593578,-3.83889,-0.512251,1.52654,1.46201,0.180722,0.0268259,0.0275032,0.0502992,0.0305507,0.0198828
23,residual_5,9,0,0.0009,0.00255724,-2.39097,-1.09582,-1.55918,0.142976,0.0501896,0.032163,0.0259172,0.257427,0.024473,0.0399451
23,residual_4,53,0,0.0009,0.0620257,0.0818792,-1.95003,-1.56239,0.419889,0.404539,0.0264183,0.0223743,0.0513895,0.0166652,0.017827
23,residual_3,606,0,0.0009,0.703635,2.28841,-0.507209,1.55356,1.50177,0.207925,0.0255841,0.021456,0.0494844,0.0123107,0.0117907
23,residual_2,203,0,0.0009,0.460221,2.04387,-2.00345,-0.383311,0.399205,0.284798,0.0256108,0.0214007,0.0500795,0.0120648,0.011985
23,residual_1,1757,0,0.0009,0.193855,4.69263,-0.618053,1.54344,0.539234,0.492164,0.0255823,0.0213698,0.049492,0.0118105,0.0117744
24,residual_9,27,0,0.0009,0.00869146,-0.978934,2.37159,-0.0312599,0.407402,0.368255,0.0275032,0.0228661,0.0556071,0.0237219,0.0179202
24,residual_8,43,0,0.0009,0.077477,-0.205418,0.329851,1.53854,0.498684,0.201477,0.0288672,0.192873,0.050913,0.381443,0.0316495
24,residual_7,6,0,0.0009,0.0158222,-2.3548,0.206359,1.28461,0.11868,0.05,0.0278717,0.0249588,0.728218,0.0229627,0.0288231
24,residual_6,29,0,0.0009,0.00789831,-3.83851,-0.512141,1.52622,1.46184,0.181003,0.0268007,0.027428,0.0497414,0.0300417,0.0197482
24,residual_5,9,0,0.0009,0.00548047,-2.39158,-1.09587,-1.55822,0.14294,0.0500705,0.0322898,0.0257016,0.252452,0.0241025,0.0402156
24,residual_4,53,0,0.0009,0.0596463,0.0817946,-1.94974,-1.5626,0.41968,0.405079,0.0263981,0.0223978,0.0507974,0.0167337,0.0177323
24,residual_3,609,0,0.0009,0.716844,2.28857,-0.507266,1.55357,1.50216,0.207979,0.0255815,0.0214564,0.0489502,0.0123117,0.0117881
24,residual_2,203,0,0.0009,0.452905,2.04342,-2.00359,-0.379554,0.399008,0.284962,0.0256083,0.0214001,0.0495247,0.0120643,0.0119819
24,residual_1,1756,0,0.0009,0.193986,4.69265,-0.618072,1.54336,0.539139,0.492177,0.0255773,0.0213694,0.0489571,0.0118076,0.0117719
25,residual_9,27,0,0.0009,0.00466732,-0.978851,2.37159,-0.0293965,0.407409,0.367999,0.0276211,0.0228037,0.0548761,0.0242027,0.0177867
25,residual_8,43,0,0.0009,0.083349,-0.205443,0.329832,1.53842,0.498687,0.201472,0.0289646,0.192785,0.0503809,0.381468,0.032019
25,residual_7,6,0,0.0009,0.0168024,-2.35266,0.205663,1.26792,0.118761,0.05,0.0279999,0.0248599,0.703776,0.0227171,0.0286969
25,residual_6,29,0,0.0009,0.0077966,-3.83837,-0.512125,1.52598,1.46177,0.180843,0.0267795,0.0273717,0.0492419,0.0295834,0.0196319
25,residual_5,9,0,0.0009,0.00852736,-2.39203,-1.09582,-1.55889,0.143,0.0500152,0.032407,0.0260387,0.241289,0.0244597,0.0404648
25,residual_4,53,0,0.0009,0.0618192,0.0818142,-1.94956,-1.56276,0.419849,0.405014,0.0263822,0.0223453,0.0502747,0.0165268,0.0176496
25,residual_3,602,0,0.0009,0.678188,2.28888,-0.507459,1.55381,1.50136,0.207498,0.0255799,0.0214533,0.0484726,0.0122963,0.0117864
25,residual_2,203,0,0.0009,0.436205,2.04299,-2.00339,-0.374566,0.398479,0.285133,0.0256063,0.0213997,0.0490283,0.0120615,0.0119803
25,residual_1,1757,0,0.0009,0.193348,4.69265,-0.618094,1.54329,0.539138,0.492124,0.0255767,0.0213692,0.0484785,0.0118058,0.0117702
26,residual_9,27,0,0.0009,0.00549556,-0.978709,2.37143,-0.0276168,0.40741,0.368197,0.0277338,0.0228466,0.0541724,0.0246751,0.0179085
26,residual_8,43,0,0.0009,0.0614383,-0.205443,0.329723,1.53796,0.49868,0.201463,0.0290627,0.192712,0.0499026,0.381495,0.0323849
26,residual_7,6,0,0.0009,0.0095823,-2.35295,0.206089,1.28537,0.118738,0.05,0.0279506,0.0247857,0.700168,0.0225216,0.0286615
26,residual_6,29,0,0.0009,0.00526902,-3.83841,-0.512261,1.52604,1.46188,0.180751,0.0267612,0.0273343,0.0487938,0.0291726,0.0195302
26,residual_5,9,0,0.0009,0.00828685,-2.39286,-1.09582,-1.55855,0.143061,0.05,0.0325203,0.0263643,0.231843,0.0248435,0.0407207
26,residual_4,53,0,0.0009,0.0608562,0.0819976,-1.94947,-1.56282,0.41985,0.404572,0.0263676,0.022374,0.0497945,0.0166145,0.0175803
26,residual_3,606,0,0.0009,0.685595,2.28913,-0.507405,1.554,1.50139,0.20716,0.0255784,0.021453,0.048045,0.0122941,0.0117851
26,residual_2,203,0,0.0009,0.450347,2.04261,-2.00363,-0.370284,0.398052,0.285261,0.0256048,0.0213994,0.048583,0.0120605,0.0119785
26,residual_1,1757,0,0.0009,0.191487,4.69265,-0.618011,1.54322,0.539146,0.492053,0.0255762,0.0213689,0.0480503,0.0118045,0.0117689
27,residual_9,27,0,0.0009,0.0045977,-0.97907,2.37154,-0.0267317,0.408009,0.368438,0.0277022,0.0229109,0.0536007,0.024501,0.0180228
27,residual_8,43,0,0.0009,0.0778007,-0.205567,0.329602,1.5374,0.498667,0.201439,0.0291614,0.192652,0.0494722,0.38152,0.0327472
27,residual_7,6,0,0.0009,0.0126889,-2.35335,0.206384,1.30093,0.118664,0.05,0.0279118,0.0247573,0.697035,0.0223377,0.0286075
27,residual_6,29,0,0.0009,0.00867498,-3.83845,-0.512383,1.52615,1.462,0.180342,0.0267457,0.0273044,0.0483915,0.0287996,0.019442
27,residual_5,9,0,0.0009,0.00557461,-2.39361,-1.09576,-1.56588,0.143178,0.0500496,0.0326308,0.0266459,0.223286,0.0252341,0.0409798
27,residual_4,53,0,0.0009,0.0641535,0.0822514,-1.94956,-1.56307,0.419834,0.404051,0.0263555,0.0223964,0.0493634,0.0166911,0.0175212
27,residual_3,605,0,0.0009,0.692367,2.28921,-0.507245,1.55419,1.50138,0.207063,0.0255772,0.0214516,0.0476608,0.0122872,0.0117843
27,residual_2,203,0,0.0009,0.453302,2.0422,-2.00378,-0.366096,0.397695,0.285383,0.0256039,0.0213992,0.048183,0.0120619,0.0119771
27,residual_1,1757,0,0.0009,0.190439,4.69272,-0.617885,1.54311,0.539229,0.491911,0.0255769,0.0213687,0.0476664,0.0118042,0.011768
28,residual_9,27,0,0.0009,0.00407465,-0.979218,2.37157,-0.0257804,0.408029,0.368498,0.0278133,0.0229352,0.0530297,0.0249656,0.0181265
28,residual_8,43,0,0.0009,0.0854047,-0.205596,0.329415,1.53742,0.498239,0.201422,0.0292602,0.190027,0.0490842,0.374625,0.0330251
28,residual_7,6,0,0.0009,0.00864441,-2.3536,0.206404,1.31864,0.118424,0.05,0.0278831,0.0248011,0.68492,0.022146,0.0284535
28,residual_6,29,0,0.0009,0.00719165,-3.83877,-0.512465,1.52622,1.46207,0.18035,0.026727,0.0279757,0.0480238,0.0289619,0.0193618
28,residual_5,9,0,0.0009,0.00650494,-2.39454,-1.09562,1.5684,0.143286,0.0500754,0.0327375,0.0269162,0.215645,0.0256304,0.0412413
28,residual_4,53,0,0.0009,0.0580447,0.082563,-1.94954,-1.5631,0.419777,0.403756,0.0263453,0.0224146,0.048974,0.0167556,0.0174708
28,residual_3,605,0,0.0009,0.693771,2.28933,-0.507104,1.55428,1.50128,0.206928,0.0255759,0.0214532,0.0473162,0.0122939,0.0117836
28,residual_2,203,0,0.0009,0.457657,2.04194,-2.00406,-0.362794,0.397061,0.285827,0.025603,0.0213993,0.0478242,0.0120614,0.0119761
28,residual_1,1757,0,0.0009,0.194163,4.69272,-0.617891,1.54315,0.539166,0.491867,0.0255764,0.0213683,0.0473218,0.0118033,0.0117673
29,residual_9,27,0,0.0009,0.00435168,-0.979627,2.37157,-0.0249669,0.408115,0.368618,0.027908,0.0229624,0.0525237,0.0253556,0.0182171
29,residual_8,43,0,0.0009,0.0671942,-0.205727,0.329501,1.53759,0.498279,0.20141,0.029359,0.189843,0.0487342,0.37462,0.0333793
29,residual_7,6,0,0.0009,0.00966305,-2.35227,0.205849,1.28519,0.118371,0.05,0.0280343,0.0247879,0.660189,0.0220056,0.0283714
29,residual_6,29,0,0.0009,0.0086421,-3.83896,-0.512374,1.52642,1.46204,0.17988,0.0267168,0.0277971,0.047699,0.0286035,0.0192953
29,residual_5,9,0,0.0009,0.00361955,-2.39494,-1.09549,1.56272,0.143343,0.0501417,0.0328427,0.0271648,0.208667,0.0260298,0.0415038
29,residual_4,53,0,0.0009,0.0541287,0.0825045,-1.94955,-1.56297,0.419541,0.403874,0.0263369,0.0224291,0.0486231,0.0168115,0.0174285
29,residual_3,603,0,0.0009,0.696205,2.28948,-0.506838,1.55453,1.50129,0.206715,0.0255753,0.0214557,0.047007,0.0123043,0.0117832
29,residual_2,203,0,0.0009,0.446845,2.04169,-2.0043,-0.357552,0.396186,0.286483,0.0256023,0.0213993,0.0475016,0.0120589,0.0119768
29,residual_1,1755,0,0.0009,0.196548,4.6927,-0.618011,1.54319,0.539066,0.491919,0.025576,0.0213682,0.0470125,0.0118028,0.0117668
30,residual_9,27,0,0.0009,0.00373758,-0.979746,2.37181,-0.0244855,0.408607,0.368503,0.027955,0.0229916,0.0520869,0.0255402,0.0183014
30,residual_8,43,0,0.0009,0.0782287,-0.205889,0.329621,1.53799,0.49831,0.201396,0.0294576,0.189693,0.0484182,0.374627,0.0337295
30,residual_7,6,0,0.0009,0.00780442,-2.35302,0.206139,1.29592,0.118231,0.05,0.0279831,0.024799,0.654278,0.0218945,0.0283064
30,residual_6,29,0,0.0009,0.00644298,-3.83894,-0.512352,1.52659,1.46205,0.179975,0.0267076,0.0276612,0.0474064,0.0282797,0.0192362
30,residual_5,9,0,0.0009,0.00703106,-2.39497,-1.09541,1.56138,0.143344,0.0501655,0.0329465,0.0273931,0.202421,0.0264312,0.0417675
30,residual_4,53,0,0.0009,0.0578487,0.0823561,-1.94966,-1.56267,0.419529,0.403779,0.0263286,0.0226218,0.0482976,0.0174762,0.0173921
30,residual_3,605,0,0.0009,0.682152,2.28959,-0.506706,1.55463,1.50181,0.206576,0.0255747,0.0214537,0.0467288,0.012296,0.0117828
30,residual_2,203,0,0.0009,0.440459,2.04136,-2.00459,-0.353378,0.396036,0.286674,0.0256018,0.0213991,0.0472105,0.012059,0.0119753
30,residual_1,1757,0,0.0009,0.194473,4.69267,-0.617922,1.54316,0.539066,0.491994,0.0255768,0.0213681,0.0467347,0.0118028,0.0117664
31,residual_9,28,0,0.0009,0.00339985,-0.979995,2.37189,-0.023792,0.409364,0.368596,0.0278782,0.0229967,0.051651,0.0251882,0.0183727
31,residual_8,43,0,0.0009,0.0790501,-0.205928,0.329593,1.53785,0.4983,0.201389,0.0295561,0.189571,0.0481329,0.374643,0.0340764
31,residual_7,6,0,0.0009,0.0187227,-2.35305,0.206127,1.30585,0.118165,0.05,0.0279463,0.0248243,0.651293,0.0218051,0.0282005
31,residual_6,29,0,0.0009,0.00690405,-3.83908,-0.51219,1.52675,1.46194,0.179837,0.0266998,0.0275534,0.0471428,0.0279838,0.0191852
31,residual_5,9,0,0.0009,0.00551853,-2.39495,-1.09509,1.55468,0.143497,0.0503307,0.033022,0.0277874,0.19695,0.0267823,0.0419733
31,residual_4,53,0,0.0009,0.0548735,0.082583,-1.94998,-1.56261,0.419895,0.403407,0.0263228,0.0225935,0.0480137,0.0174285,0.0173611
31,residual_3,601,0,0.0009,0.697882,2.28964,-0.507027,1.55485,1.50292,0.206365,0.0255745,0.0214571,0.0464793,0.0123105,0.0117826
31,residual_2,203,0,0.0009,0.448691,2.04111,-2.00531,-0.348298,0.39498,0.287547,0.0256013,0.0213994,0.046949,0.0120564,0.0119764
31,residual_1,1756,0,0.0009,0.189892,4.69271,-0.617987,1.54312,0.53926,0.491854,0.0255742,0.021368,0.0464844,0.0118023,0.0117662
32,residual_9,27,0,0.0009,0.00480117,-0.980283,2.37177,-0.0219523,0.409297,0.368481,0.0279922,0.0229043,0.0512888,0.0256471,0.0181618
32,residual_8,43,0,0.0009,0.0689505,-0.205923,0.329504,1.53748,0.498289,0.201385,0.0296548,0.189471,0.0478751,0.374666,0.0344203
32,residual_7,6,0,0.0009,0.0131459,-2.35351,0.206378,1.3154,0.118165,0.05,0.0279111,0.0248086,0.650523,0.0217225,0.0281595
32,residual_6,29,0,0.0009,0.00588065,-3.83886,-0.512296,1.52655,1.46199,0.180035,0.0266929,0.0274714,0.046905,0.0277152,0.0191401
32,residual_5,9,0,0.0009,0.00649347,-2.39241,-1.0949,1.54919,0.143641,0.05,0.0314697,0.0279057,0.192058,0.0271645,0.0375578
32,residual_4,53,0,0.0009,0.0612473,0.0823616,-1.9499,-1.56257,0.419963,0.403696,0.0263178,0.022573,0.0477526,0.0173842,0.0173347
32,residual_3,603,0,0.0009,0.67407,2.28961,-0.507516,1.55494,1.50316,0.206332,0.0255743,0.0214562,0.0462551,0.0123071,0.0117824
32,residual_2,203,0,0.0009,0.44594,2.04067,-2.00544,-0.34363,0.394656,0.288206,0.0256012,0.0213993,0.046712,0.0120577,0.0119762
32,residual_1,1754,0,0.0009,0.194772,4.69271,-0.61798,1.54319,0.539205,0.491914,0.0255733,0.0213681,0.0462593,0.0118025,0.0117661
33,residual_9,27,0,0.0009,0.00498899,-0.98034,2.37184,-0.0211456,0.409272,0.368696,0.0281008,0.0229304,0.050923,0.0260985,0.0182442
33,residual_8,43,0,0.0009,0.0725256,-0.205927,0.32965,1.53799,0.498312,0.201391,0.029753,0.189391,0.0476416,0.374694,0.0347603
33,residual_7,6,0,0.0009,0.0107479,-2.35344,0.206459,1.3244,0.118189,0.05,0.0278833,0.0247889,0.649256,0.0216459,0.0281356
33,residual_6,29,0,0.0009,0.00385912,-3.83864,-0.512216,1.52657,1.46192,0.180265,0.0266868,0.0274095,0.0466904,0.0274712,0.0191004
33,residual_5,9,0,0.0009,0.00223705,-2.39313,-1.095,1.54871,0.143626,0.05,0.0316028,0.0271234,0.190061,0.0263823,0.037858
33,residual_4,53,0,0.0009,0.0640952,0.0824391,-1.94986,-1.56244,0.419976,0.403815,0.0263137,0.0225564,0.047523,0.0173506,0.0173131
33,residual_3,607,0,0.0009,0.686288,2.28968,-0.507645,1.55495,1.50267,0.206386,0.0255747,0.021454,0.0460525,0.012297,0.0117823
33,residual_2,203,0,0.0009,0.447596,2.04074,-2.00567,-0.338686,0.393464,0.288555,0.0256007,0.0213997,0.0465003,0.0120534,0.0119782
33,residual_1,1755,0,0.0009,0.190745,4.6927,-0.617936,1.54319,0.539091,0.491961,0.0255747,0.0213687,0.0460568,0.0118025,0.011766
34,residual_9,27,0,0.0009,0.00389596,-0.980771,2.37206,-0.0203948,0.409966,0.369111,0.0279767,0.0229626,0.0506241,0.025528,0.018289
34,residual_8,43,0,0.0009,0.0700046,-0.20587,0.329783,1.53849,0.498329,0.201405,0.0298508,0.189326,0.0474302,0.374725,0.0350966
34,residual_7,6,0,0.0009,0.0104979,-2.35469,0.206835,1.31086,0.118149,0.05,0.0277733,0.0247762,0.636288,0.0215836,0.0275432
34,residual_6,29,0,0.0009,0.00931223,-3.83888,-0.512216,1.52651,1.46191,0.179885,0.0266818,0.0273595,0.0464967,0.0272473,0.0190672
34,residual_5,9,0,0.0009,0.00568726,-2.39331,-1.09503,1.54855,0.14367,0.0500064,0.0317304,0.0273185,0.185216,0.0267576,0.0381121
34,residual_4,53,0,0.0009,0.0638915,0.082573,-1.94972,-1.5627,0.419784,0.403357,0.02631,0.0225439,0.0473105,0.0173186,0.0172932
34,residual_3,608,0,0.0009,0.672132,2.28987,-0.507949,1.55508,1.50291,0.206206,0.0255742,0.0214558,0.0458695,0.0123051,0.0117821
34,residual_2,203,0,0.0009,0.430216,2.04073,-2.00612,-0.334613,0.392397,0.289197,0.0256005,0.0213999,0.0463085,0.0120521,0.011979
34,residual_1,1755,0,0.0009,0.192383,4.6927,-0.617838,1.54312,0.538923,0.492029,0.0255737,0.0213683,0.045874,0.011802,0.011766
35,residual_9,27,0,0.0009,0.00742215,-0.980632,2.37202,-0.0193522,0.410262,0.369065,0.0280207,0.0229924,0.0503521,0.025717,0.0183613
35,residual_8,43,0,0.0009,0.0749682,-0.205982,0.329949,1.53924,0.498335,0.201399,0.029948,0.189272,0.0472388,0.374754,0.035429
35,residual_7,6,0,0.0009,0.0131338,-2.35569,0.207146,1.2923,0.118162,0.05,0.0277136,0.0247465,0.623691,0.0215241,0.0270203
35,residual_6,29,0,0.0009,0.00728029,-3.83876,-0.512182,1.52634,1.46185,0.179986,0.0266772,0.0273217,0.0463218,0.0270432,0.0190372
35,residual_5,9,0,0.0009,0.00727715,-2.3938,-1.09502,1.55194,0.143726,0.05,0.0318025,0.0279936,0.178243,0.0271739,0.0384049
35,residual_4,53,0,0.0009,0.0621942,0.0826719,-1.94954,-1.56243,0.419728,0.403268,0.026307,0.0225346,0.0471208,0.0172926,0.017277
35,residual_3,610,0,0.0009,0.681377,2.2899,-0.507735,1.55515,1.50258,0.206178,0.0255738,0.0214552,0.045705,0.0123027,0.0117821
35,residual_2,203,0,0.0009,0.436929,2.04064,-2.00646,-0.330704,0.391517,0.29028,0.0256003,0.0213999,0.0461344,0.0120508,0.0119791
35,residual_1,1755,0,0.0009,0.197854,4.6927,-0.617809,1.54294,0.539041,0.492038,0.025574,0.0213681,0.0457098,0.0118016,0.0117659
36,residual_9,27,0,0.0009,0.00441235,-0.981241,2.37229,-0.0189059,0.411203,0.36929,0.0278195,0.0230074,0.0501056,0.0248172,0.0183783
36,residual_8,43,0,0.0009,0.0766267,-0.205975,0.330052,1.53973,0.49834,0.201405,0.0300448,0.18923,0.0470655,0.374785,0.0357581
36,residual_7,6,0,0.0009,0.0162873,-2.35359,0.206347,1.27805,0.118152,0.05,0.0278229,0.0247252,0.608922,0.0214762,0.0270518
36,residual_6,29,0,0.0009,0.00738822,-3.83834,-0.512313,1.52609,1.4619,0.180103,0.0266731,0.0272919,0.0461637,0.0268563,0.0190107
36,residual_5,9,0,0.0009,0.0037173,-2.3942,-1.09489,1.54833,0.143736,0.0500448,0.0319303,0.0280708,0.174158,0.0275628,0.0386515
36,residual_4,53,0,0.0009,0.0583685,0.0828724,-1.94972,-1.56251,0.419875,0.403144,0.0263043,0.0225264,0.046947,0.0172695,0.0172625
36,residual_3,612,0,0.0009,0.691326,2.28998,-0.507599,1.55526,1.50249,0.206285,0.0255736,0.0214531,0.045557,0.0122936,0.011782
36,residual_2,203,0,0.0009,0.429821,2.04058,-2.00675,-0.327745,0.390919,0.290707,0.0256001,0.0213999,0.0459789,0.0120483,0.0119796
36,residual_1,1757,0,0.0009,0.193582,4.69275,-0.617829,1.54278,0.539235,0.491911,0.0255732,0.0213685,0.0455614,0.0118017,0.0117658
37,residual_9,27,0,0.0009,0.00350291,-0.981477,2.37231,-0.0185108,0.4113,0.369288,0.0279159,0.0229193,0.0498952,0.025227,0.0181682
37,residual_8,43,0,0.0009,0.0877178,-0.206133,0.330102,1.54016,0.498307,0.201389,0.0301413,0.189196,0.0469084,0.374817,0.036084
37,residual_7,6,0,0.0009,0.0107529,-2.3532,0.206213,1.29245,0.117965,0.05,0.0278079,0.0247395,0.598592,0.0214757,0.0269458
37,residual_6,29,0,0.0009,0.00722652,-3.8385,-0.512425,1.52617,1.462,0.17976,0.0266696,0.0272729,0.0460208,0.026687,0.0189882
37,residual_5,9,0,0.0009,0.00346784,-2.3945,-1.09494,1.54722,0.143781,0.050024,0.0320388,0.0281767,0.170678,0.0279562,0.0389457
37,residual_4,53,0,0.0009,0.0583713,0.0830686,-1.9498,-1.56229,0.419978,0.402732,0.0263021,0.0225201,0.0467917,0.0172509,0.0172506
37,residual_3,603,0,0.0009,0.687691,2.29011,-0.507554,1.55532,1.50227,0.206066,0.0255747,0.0214554,0.0454232,0.0123035,0.0117819
37,residual_2,203,0,0.0009,0.434555,2.04031,-2.00711,-0.323535,0.390575,0.291073,0.0256004,0.0213998,0.045836,0.0120519,0.011979
37,residual_1,1757,0,0.0009,0.194309,4.69274,-0.617843,1.54285,0.539187,0.491915,0.0255725,0.0213688,0.0454275,0.0118015,0.0117658
38,residual_9,27,0,0.0009,0.00604965,-0.981456,2.37252,-0.018235,0.41153,0.369209,0.0280027,0.022948,0.0496735,0.0256056,0.0182562
38,residual_8,43,0,0.0009,0.0718281,-0.206077,0.329945,1.53974,0.498309,0.201392,0.0302378,0.189172,0.0467663,0.374853,0.0364076
38,residual_7,6,0,0.0009,0.0102088,-2.35209,0.20555,1.26157,0.117722,0.05,0.0279506,0.0247723,0.577711,0.0214844,0.0269579
38,residual_6,29,0,0.0009,0.00711957,-3.83866,-0.51242,1.52625,1.46201,0.180069,0.0266666,0.0272522,0.0458916,0.026529,0.0189677
38,residual_5,9,0,0.0009,0.00223167,-2.39493,-1.0948,1.54278,0.143831,0.0500372,0.0321437,0.0282956,0.167357,0.0283466,0.0392385
38,residual_4,53,0,0.0009,0.0648863,0.0828444,-1.94978,-1.56214,0.419661,0.403363,0.0263015,0.0224205,0.0466559,0.0169076,0.017241
38,residual_3,609,0,0.0009,0.674356,2.29013,-0.507703,1.55541,1.50234,0.205851,0.0255745,0.021454,0.0453035,0.0122969,0.0117819
38,residual_2,203,0,0.0009,0.446109,2.04033,-2.00727,-0.32033,0.38986,0.29153,0.0256002,0.0213999,0.0457089,0.0120519,0.0119795
38,residual_1,1756,0,0.0009,0.196446,4.6927,-0.617848,1.54283,0.539176,0.491968,0.0255721,0.0213686,0.0453066,0.0118018,0.0117658
39,residual_9,27,0,0.0009,0.00477476,-0.981441,2.37257,-0.0182844,0.411528,0.369397,0.0281129,0.022868,0.0494846,0.0260588,0.0180651
39,residual_8,43,0,0.0009,0.0653531,-0.206059,0.32994,1.5398,0.498315,0.201395,0.0303342,0.189153,0.0466373,0.374885,0.0367284
39,residual_7,6,0,0.0009,0.0130466,-2.35085,0.204886,1.23534,0.117574,0.05,0.0281018,0.0247935,0.560995,0.0214773,0.0270597
39,residual_6,29,0,0.0009,0.0115693,-3.83861,-0.512453,1.52626,1.46204,0.180327,0.0266638,0.0272389,0.0457747,0.0263856,0.0189497
39,residual_5,9,0,0.0009,0.00497029,-2.39516,-1.09475,1.5421,0.143866,0.0500183,0.0322471,0.0284213,0.164301,0.0287374,0.0395301
39,residual_4,53,0,0.0009,0.0603707,0.0827536,-1.94927,-1.56164,0.418714,0.403602,0.0263022,0.0222952,0.0465415,0.0164416,0.0172332
39,residual_3,607,0,0.0009,0.653226,2.29027,-0.508191,1.5556,1.50333,0.205525,0.0255743,0.0214555,0.0451944,0.012304,0.0117819
39,residual_2,203,0,0.0009,0.415458,2.04022,-2.00761,-0.31711,0.389222,0.291954,0.0256001,0.0213999,0.0455939,0.012052,0.0119799
39,residual_1,1756,0,0.0009,0.196209,4.69272,-0.617894,1.54273,0.539161,0.491937,0.0255707,0.0213687,0.0451976,0.0118018,0.0117658
40,residual_9,27,0,0.0009,0.00264887,-0.981267,2.37258,-0.017555,0.411544,0.369295,0.0282217,0.022806,0.0493104,0.0265047,0.0179051
40,residual_8,43,0,0.0009,0.0861288,-0.206058,0.329918,1.53979,0.498323,0.201395,0.0304304,0.189137,0.0465203,0.374916,0.0370466
40,residual_7,6,0,0.0009,0.00684251,-2.34978,0.20424,1.21741,0.117462,0.05,0.0282614,0.0248371,0.547037,0.0214778,0.0272273
40,residual_6,29,0,0.0009,0.00689765,-3.83873,-0.512407,1.52625,1.46202,0.180427,0.0266614,0.0272312,0.045669,0.0262551,0.0189343
40,residual_5,9,0,0.0009,0.00168394,-2.39533,-1.09473,1.53919,0.14388,0.0500444,0.0323486,0.0285452,0.161361,0.0291264,0.0398201
40,residual_4,53,0,0.0009,0.0560999,0.0829117,-1.94921,-1.56166,0.418683,0.402952,0.0263012,0.0222553,0.0464317,0.0162529,0.0172259
40,residual_3,608,0,0.0009,0.670775,2.29043,-0.50813,1.55575,1.50367,0.205469,0.0255742,0.0214587,0.0450955,0.0123183,0.0117818
40,residual_2,203,0,0.0009,0.431104,2.03981,-2.00775,-0.313152,0.389441,0.292688,0.0256005,0.0213996,0.0454874,0.0120558,0.011979
40,residual_1,1756,0,0.0009,0.198519,4.69267,-0.617766,1.54257,0.539289,0.492094,0.0255717,0.0213684,0.0450989,0.0118022,0.0117658
