cycle,node,pkt_fid,pkt_ts,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,motion_dotd,trunc_frac,range,cx,cy,H,w,h,yaw,std_cx,std_cy,std_H,std_w,std_h,std_yaw,std_yaw_within,front_mode,front_conf,cue_conf,cue_bearing,wall_resp,lidar_rays,lidar_raw,lidar_bpearl,lidar_resid_m,lidar_meanz,lidar_topz,lidar_floorz,lidar_cov_ang,dyaw_points,dyaw_moment,dyaw_flip,obliquity_cos,completeness,moment_aniso,moment_r_yaw,mom_major,mom_minor,mom_phi,mom_pts,ex_L,ex_p,ex_locc,ex_lfree,ex_lfree_eff,ex_ln,ex_socc,ex_sfree,ex_sfree_eff,ex_sndet,ex_streak,ex_pdetect,ex_central,ex_verify,ex_wantsverify,omega_w,omega_yaw,tau_w,tau_yaw,roi_fill,roi_fill_h,roi_fill_v,roi_valid,det_alive,frames_since_det,nbv_standoff,nbv_tx,nbv_ty,nbv_pdetect,nbv_vfov
3496,refrigerator_1,5530,1786189308051,18121,0,0.441398,0.441383,1.49436e-05,0.00262467,5.16006e-15,0,7.10933e-06,0,2.07646,-3.82665,-0.673855,1.95642,0.75796,0.638388,1.56956,0.00344222,0.00377407,0.00550349,0.00551036,0.00551788,0.0308517,0.00616338,0,0.999662,0.909179,-0.00123437,0.00883278,949,1677,0,0.1504,0.340369,0.732316,0.132421,0.727135,-1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.157,119.505,318.262,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.834,304.179,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.67125,0.588545,1.35383
3497,refrigerator_1,5531,1786189308158,18121,0,0.441398,0.441383,1.4987e-05,0.00262467,2.64455e-14,0,1.60945e-05,0,2.07646,-3.82664,-0.673854,1.95642,0.75796,0.638388,1.56956,0.00344211,0.00377395,0.00550335,0.0055102,0.00551771,0.0308518,0.00616316,0,0.999662,0.909156,-0.00123389,0.00883275,952,1676,0,0.150954,0.339044,0.730389,0.132758,0.726826,4.76837e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,436.629,119.141,319.077,756,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.779,304.157,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671249,0.588545,1.35383
3498,refrigerator_1,5532,1786189308222,18121,0,0.441398,0.441383,1.49933e-05,0.00262467,5.84663e-15,0,7.56753e-06,0,2.07646,-3.82664,-0.673852,1.95642,0.75796,0.638388,1.56956,0.00344199,0.00377383,0.00550321,0.00551004,0.00551754,0.0308519,0.00616293,0,0.999662,0.909156,-0.00123461,0.00883275,956,1676,0,0.151725,0.339834,0.731014,0.132657,0.7268,-7.15256e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.164,118.938,320.237,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.724,304.135,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671249,0.588545,1.35383
3499,refrigerator_1,5533,1786189308286,18121,0,0.441398,0.441383,1.49901e-05,0.00262467,1.04093e-14,0,1.00975e-05,0,2.07646,-3.82664,-0.673851,1.95642,0.75796,0.638388,1.56956,0.00344188,0.00377371,0.00550307,0.00550989,0.00551736,0.0308519,0.00616271,0,0.999662,0.909156,-0.00123508,0.00883274,949,1677,0,0.149007,0.34098,0.73251,0.133178,0.729231,-4.76837e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,432.322,118.43,325.97,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.669,304.114,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671246,0.588545,1.35383
3500,refrigerator_1,5535,1786189308498,18121,0,0.441398,0.441383,1.49961e-05,0.00262467,1.02725e-14,0,1.00309e-05,0,2.07646,-3.82664,-0.67385,1.95642,0.75796,0.638388,1.56956,0.00344177,0.0037736,0.00550293,0.00550973,0.00551719,0.030852,0.00616249,0,0.999662,0.909156,-0.00123496,0.0088327,952,1675,0,0.149159,0.341589,0.732827,0.133407,0.731097,1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,436.911,119.093,319.508,756,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.614,304.092,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671244,0.588545,1.35383
3501,refrigerator_1,5536,1786189308539,18121,0,0.441398,0.441383,1.50015e-05,0.00262467,5.48455e-14,0,2.31778e-05,0,2.07646,-3.82664,-0.673849,1.95642,0.75796,0.638388,1.56956,0.00344166,0.00377348,0.00550279,0.00550958,0.00551702,0.0308521,0.00616227,0,0.999662,0.909156,-0.00123532,0.00883268,953,1672,0,0.15104,0.339706,0.731627,0.132765,0.727237,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.141,119.597,315.808,756,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.561,304.071,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671243,0.588545,1.35383
3502,refrigerator_1,5537,1786189308636,18121,0,0.441398,0.441383,1.49825e-05,0.00262467,6.9299e-15,0,8.23881e-06,0,2.07646,-3.82664,-0.673848,1.95642,0.757959,0.638388,1.56956,0.00344154,0.00377336,0.00550265,0.00550943,0.00551685,0.0308522,0.00616206,0,0.999662,0.909156,-0.00123508,0.00883267,955,1677,0,0.151158,0.339663,0.731324,0.132655,0.72758,2.38419e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.752,119.676,320.007,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.507,304.051,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671241,0.588545,1.35383
3503,refrigerator_1,5538,1786189308747,18121,0,0.441398,0.441383,1.49416e-05,0.00262467,1.67981e-14,0,1.28272e-05,0,2.07646,-3.82664,-0.673847,1.95642,0.757959,0.638388,1.56956,0.00344143,0.00377325,0.00550251,0.00550927,0.00551668,0.0308522,0.00616184,0,0.999662,0.909156,-0.00123544,0.00883265,954,1677,0,0.151251,0.339101,0.731312,0.132138,0.725213,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,439.623,119.139,318.828,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.452,304.03,0.642796,0.145773,0.642796,1,1,0,1.79187,-5.93771,-0.671241,0.588545,1.35383
3504,refrigerator_1,5539,1786189308852,18121,0,0.441397,0.441383,1.4869e-05,0.00262467,6.87138e-15,0,8.20395e-06,0,2.07646,-3.82664,-0.673846,1.95642,0.757959,0.638388,1.56956,0.00344132,0.00377313,0.00550238,0.00550912,0.00551651,0.0308523,0.00616163,0,0.999662,0.909156,-0.00123651,0.00883265,959,1675,0,0.15266,0.339336,0.731417,0.132729,0.726727,-1.07288e-06,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,435.277,119.397,322.063,757,580,40,0,620,0,0.719974,0.867742,0,0,-17.2825,-15.8959,972.398,304.009,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671239,0.588545,1.35383
3505,refrigerator_1,5540,1786189308933,18121,0,0.441398,0.441383,1.48275e-05,0.00262467,5.16642e-14,0,2.24955e-05,0,2.07646,-3.82664,-0.673845,1.95642,0.757959,0.638388,1.56956,0.00344121,0.00377302,0.00550224,0.00550896,0.00551634,0.0308525,0.00616141,0,0.999662,0.909156,-0.00123783,0.00883261,954,1674,0,0.150918,0.339991,0.731829,0.13268,0.727984,-1.3113e-06,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,435.073,119.694,321.107,756,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.344,303.988,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671235,0.588545,1.35383
3506,refrigerator_1,5541,1786189309016,18121,0,0.441398,0.441383,1.47842e-05,0.00262467,1.38945e-14,0,1.1666e-05,0,2.07646,-3.82664,-0.673843,1.95642,0.757959,0.638388,1.56956,0.0034411,0.0037729,0.0055021,0.00550881,0.00551617,0.0308525,0.0061612,0,0.999662,0.909156,-0.0012383,0.00883259,959,1674,0,0.151007,0.340807,0.733213,0.132355,0.730364,-4.76837e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,438.798,118.726,320.025,759,580,40,0,620,0,0.719974,0.867742,0,0,-17.2825,-15.8959,972.29,303.968,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671231,0.588545,1.35383
3507,refrigerator_1,5542,1786189309112,18121,0,0.441398,0.441383,1.47393e-05,0.00262467,1.72798e-14,0,1.30098e-05,0,2.07646,-3.82664,-0.673842,1.95642,0.757959,0.638388,1.56956,0.00344099,0.00377279,0.00550196,0.00550866,0.005516,0.0308527,0.00616099,0,0.999662,0.909179,-0.00123818,0.00883257,956,1677,0,0.151384,0.339683,0.731315,0.132702,0.728458,1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,439.202,119.2,321.463,761,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.236,303.947,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671229,0.588545,1.35383
3508,refrigerator_1,5543,1786189309176,18121,0,0.441398,0.441383,1.46691e-05,0.00262467,1.88857e-15,0,4.30099e-06,0,2.07646,-3.82664,-0.673841,1.95642,0.757959,0.638388,1.56956,0.00344089,0.00377268,0.00550182,0.00550851,0.00551583,0.0308527,0.00616078,0,0.999662,0.909156,-0.00123842,0.00883258,950,1675,0,0.150572,0.340054,0.733012,0.132687,0.725943,-2.38419e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,439.179,119.193,319.335,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.182,303.927,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93771,-0.671228,0.588545,1.35383
3509,refrigerator_1,5545,1786189309390,18121,0,0.441398,0.441384,1.46565e-05,0.00262467,1.75528e-14,0,1.31122e-05,0,2.07646,-3.82664,-0.67384,1.95642,0.757959,0.638388,1.56956,0.00344078,0.00377257,0.00550169,0.00550835,0.00551566,0.0308528,0.00616057,0,0.999662,0.909156,-0.00123878,0.00883253,956,1677,0,0.151215,0.340397,0.732475,0.132849,0.727189,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.534,119.385,320.047,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.128,303.907,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671227,0.588545,1.35383
3510,refrigerator_1,5545,1786189309390,0,1,0.441398,0.441384,1.46565e-05,0.00262467,1.75528e-14,0,1.31122e-05,0,2.07646,-3.82664,-0.67384,1.95642,0.757959,0.638388,1.56956,0.00344538,0.00377677,0.00550457,0.00551123,0.00551853,0.0308548,0.00617086,0,0.999662,0.909156,-0.00123878,0.00883253,956,1677,0,0.151215,0.340397,0.732475,0.132849,0.727189,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.643,118.974,316.626,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.144,304.923,0.642796,0.145773,0.642796,1,1,1,1.79187,-5.9377,-0.671225,0.588545,1.35383
3511,refrigerator_1,5546,1786189309518,18121,0,0.441398,0.441384,1.46482e-05,0.00262467,8.61622e-15,0,9.1867e-06,0,2.07646,-3.82664,-0.673839,1.95642,0.757959,0.638388,1.56956,0.00344525,0.00377663,0.00550442,0.00551107,0.00551836,0.0308548,0.00617058,0,0.999662,0.909156,-0.00123949,0.0088325,954,1676,0,0.151288,0.339988,0.732011,0.132466,0.726549,-7.15256e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.643,118.974,316.626,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.088,304.896,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671225,0.588545,1.35383
3512,refrigerator_1,5547,1786189309614,18121,0,0.441398,0.441384,1.46437e-05,0.00262467,6.97345e-15,0,8.26466e-06,0,2.07646,-3.82663,-0.673838,1.95642,0.757959,0.638388,1.56956,0.00344512,0.0037765,0.00550428,0.00551092,0.00551818,0.030855,0.00617031,0,0.999662,0.909156,-0.00124009,0.00883249,959,1677,0,0.152468,0.339079,0.731178,0.132391,0.72748,-5.96046e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,435.599,119.533,321.323,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.033,304.87,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671222,0.588545,1.35383
3513,refrigerator_1,5549,1786189309765,18121,0,0.441399,0.441384,1.46843e-05,0.00262467,5.62673e-14,0,2.34763e-05,0,2.07646,-3.82663,-0.673837,1.95642,0.757959,0.638388,1.56956,0.00344499,0.00377637,0.00550414,0.00551076,0.00551801,0.030855,0.00617004,0,0.999662,0.909156,-0.00124045,0.00883242,956,1674,0,0.151151,0.339481,0.730746,0.132378,0.726218,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,436.589,119.034,325.547,762,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.977,304.843,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.67122,0.588545,1.35383
3514,refrigerator_1,5550,1786189309829,18121,0,0.441399,0.441384,1.46881e-05,0.00262467,7.58397e-15,0,8.61886e-06,0,2.07646,-3.82663,-0.673835,1.95642,0.757959,0.638388,1.56956,0.00344486,0.00377625,0.005504,0.0055106,0.00551783,0.0308551,0.00616977,0,0.999662,0.909156,-0.00124093,0.00883242,952,1675,0,0.150513,0.340616,0.731708,0.133034,0.728255,-4.76837e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.248,119.113,321.345,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.922,304.817,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671218,0.588545,1.35383
3515,refrigerator_1,5551,1786189309934,18121,0,0.441399,0.441384,1.47154e-05,0.00262467,1.61747e-14,0,1.25869e-05,0,2.07646,-3.82663,-0.673834,1.95642,0.757959,0.638388,1.56955,0.00344473,0.00377612,0.00550386,0.00551044,0.00551766,0.0308552,0.0061695,0,0.999662,0.909156,-0.00124188,0.00883239,956,1677,0,0.151942,0.339607,0.731314,0.13305,0.728129,-9.53674e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,434.233,119.515,324.052,758,580,40,0,620,0,0.719974,0.867742,0,0,-17.2825,-15.8959,972.866,304.791,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671216,0.588545,1.35383
3516,refrigerator_1,5552,1786189310006,18121,0,0.441399,0.441384,1.47489e-05,0.00262467,1.53552e-14,0,1.22639e-05,0,2.07646,-3.82663,-0.673833,1.95642,0.757959,0.638388,1.56955,0.0034446,0.00377599,0.00550371,0.00551029,0.00551749,0.0308552,0.00616924,0,0.999662,0.909156,-0.001242,0.00883237,953,1676,0,0.151693,0.33902,0.730786,0.132528,0.725514,-1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.404,118.844,322.857,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.811,304.765,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671213,0.588545,1.35383
3517,refrigerator_1,5553,1786189310119,18121,0,0.441399,0.441384,1.4785e-05,0.00262467,1.20372e-14,0,1.08583e-05,0,2.07646,-3.82663,-0.673832,1.95642,0.757958,0.638388,1.56955,0.00344447,0.00377586,0.00550357,0.00551013,0.00551732,0.0308552,0.00616897,0,0.999662,0.909156,-0.00124212,0.00883235,956,1677,0,0.150545,0.339638,0.730952,0.133181,0.732227,-1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,436.762,119.416,323.579,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.756,304.739,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671211,0.588545,1.35383
3518,refrigerator_1,5555,1786189310297,18121,0,0.4414,0.441384,1.48413e-05,0.00262467,2.84817e-15,0,5.28183e-06,0,2.07646,-3.82663,-0.673831,1.95642,0.757958,0.638389,1.56955,0.00344435,0.00377573,0.00550343,0.00550998,0.00551714,0.0308554,0.00616871,0,0.999662,0.909156,-0.00124247,0.0088323,948,1671,0,0.149083,0.341074,0.731928,0.133354,0.729167,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,442.01,119.755,320.354,762,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.703,304.714,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.67121,0.588545,1.35383
3519,refrigerator_1,5556,1786189310361,18121,0,0.4414,0.441384,1.4889e-05,0.00262467,2.78748e-14,0,1.65237e-05,0,2.07646,-3.82663,-0.67383,1.95642,0.757958,0.638389,1.56955,0.00344422,0.00377561,0.00550329,0.00550982,0.00551697,0.0308554,0.00616845,0,0.999662,0.909156,-0.00124259,0.00883228,949,1675,0,0.150655,0.340231,0.732362,0.132765,0.726038,-1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.89,119.013,321.624,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.648,304.689,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671208,0.588545,1.35383
3520,refrigerator_1,5557,1786189310472,18121,0,0.4414,0.441384,1.49319e-05,0.00262467,1.3765e-14,0,1.16115e-05,0,2.07646,-3.82663,-0.673828,1.95642,0.757958,0.638389,1.56955,0.0034441,0.00377548,0.00550315,0.00550967,0.0055168,0.0308555,0.00616819,0,0.999662,0.909156,-0.00124355,0.00883225,954,1679,0,0.151633,0.33914,0.731699,0.132532,0.724923,-9.53674e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.899,119.805,320.367,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.594,304.664,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671206,0.588545,1.35383
3521,refrigerator_1,5558,1786189310577,18121,0,0.441399,0.441384,1.49348e-05,0.00262467,3.55102e-15,0,5.89763e-06,0,2.07646,-3.82663,-0.673827,1.95642,0.757958,0.638389,1.56955,0.00344397,0.00377536,0.00550301,0.00550951,0.00551663,0.0308556,0.00616793,0,0.999662,0.909156,-0.00124355,0.00883226,954,1674,0,0.151229,0.340096,0.732008,0.133018,0.727455,0,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,438.38,119.169,318.698,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.539,304.639,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671203,0.588545,1.35383
3522,refrigerator_1,5559,1786189310673,18121,0,0.441399,0.441385,1.49285e-05,0.00262467,1.36149e-14,0,1.1548e-05,0,2.07646,-3.82663,-0.673826,1.95642,0.757958,0.638389,1.56955,0.00344385,0.00377523,0.00550287,0.00550936,0.00551646,0.0308556,0.00616768,0,0.999662,0.909156,-0.00124367,0.00883224,956,1675,0,0.151343,0.339365,0.73109,0.132611,0.728816,-1.19209e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,435.732,118.939,322.827,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.485,304.614,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671202,0.588545,1.35383
3523,refrigerator_1,5560,1786189310746,18121,0,0.441399,0.441385,1.48959e-05,0.00262467,5.47931e-16,0,2.31667e-06,0,2.07646,-3.82663,-0.673825,1.95642,0.757958,0.638389,1.56955,0.00344372,0.00377511,0.00550273,0.0055092,0.00551629,0.0308557,0.00616742,0,0.999662,0.909156,-0.00124391,0.00883225,960,1672,0,0.152147,0.33973,0.731949,0.132441,0.72769,-2.38419e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.883,119.752,319.147,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.43,304.589,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671201,0.588545,1.35383
3524,refrigerator_1,5560,1786189310746,0,1,0.441399,0.441385,1.48959e-05,0.00262467,5.47931e-16,0,2.31667e-06,0,2.07646,-3.82663,-0.673825,1.95642,0.757958,0.638389,1.56955,0.0034482,0.0037792,0.00550554,0.00551201,0.00551909,0.0308577,0.00617743,0,0.999662,0.909156,-0.00124391,0.00883225,960,1672,0,0.152147,0.33973,0.731949,0.132441,0.72769,-2.38419e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.714,119.378,318.449,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.42,305.579,0.642796,0.145772,0.642796,1,1,1,1.79187,-5.9377,-0.671199,0.588545,1.35383
3525,refrigerator_1,5562,1786189310962,18121,0,0.4414,0.441385,1.49531e-05,0.00262467,1.78623e-14,0,1.32273e-05,0,2.07646,-3.82663,-0.673824,1.95642,0.757958,0.638389,1.56955,0.00344806,0.00377905,0.00550539,0.00551185,0.00551891,0.0308577,0.00617711,0,0.999662,0.909156,-0.00124426,0.00883216,955,1675,0,0.151202,0.34031,0.732665,0.132615,0.725496,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.714,119.378,318.449,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.363,305.548,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.9377,-0.671199,0.588545,1.35383
3526,refrigerator_1,5563,1786189311056,18121,0,0.4414,0.441385,1.50224e-05,0.00262467,4.53183e-14,0,2.10687e-05,0,2.07646,-3.82663,-0.673823,1.95642,0.757958,0.638389,1.56955,0.00344791,0.00377891,0.00550525,0.00551169,0.00551873,0.0308578,0.0061768,0,0.999662,0.909156,-0.00124486,0.00883212,954,1671,0,0.151084,0.339467,0.73166,0.132989,0.728425,-5.96046e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.278,119.478,316.396,757,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.307,305.516,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671197,0.588545,1.35383
3527,refrigerator_1,5564,1786189311169,18121,0,0.441401,0.441385,1.50967e-05,0.00262467,1.90071e-14,0,1.36446e-05,0,2.07646,-3.82663,-0.673821,1.95642,0.757958,0.638389,1.56955,0.00344777,0.00377877,0.0055051,0.00551153,0.00551856,0.0308579,0.00617648,0,0.999662,0.909156,-0.00124641,0.00883208,951,1676,0,0.150442,0.339984,0.731229,0.132881,0.726531,-1.54972e-06,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,438.751,119.05,321.078,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.251,305.486,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671195,0.588545,1.35383
3528,refrigerator_1,5566,1786189311286,18121,0,0.441401,0.441385,1.51725e-05,0.00262467,1.10678e-14,0,1.04119e-05,0,2.07646,-3.82662,-0.67382,1.95642,0.757958,0.638389,1.56955,0.00344762,0.00377863,0.00550496,0.00551137,0.00551838,0.030858,0.00617617,0,0.999662,0.909156,-0.00124689,0.00883206,956,1676,0,0.151765,0.339808,0.731328,0.132862,0.726606,-4.76837e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,439.645,119.171,319.685,759,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.195,305.455,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.67119,0.588545,1.35383
3529,refrigerator_1,5567,1786189311352,18121,0,0.441401,0.441385,1.5208e-05,0.00262467,1.93721e-15,0,4.35602e-06,0,2.07646,-3.82662,-0.673819,1.95642,0.757957,0.638389,1.56955,0.00344748,0.00377849,0.00550482,0.00551121,0.00551821,0.030858,0.00617586,0,0.999662,0.909156,-0.00124724,0.00883206,952,1678,0,0.149573,0.340605,0.732024,0.132646,0.730951,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,440.112,119.208,320.054,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.139,305.425,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671188,0.588545,1.35383
3530,refrigerator_1,5568,1786189311448,18121,0,0.441401,0.441385,1.52309e-05,0.00262467,1.40244e-14,0,1.17204e-05,0,2.07646,-3.82662,-0.673817,1.95642,0.757957,0.638389,1.56955,0.00344733,0.00377835,0.00550467,0.00551105,0.00551804,0.0308581,0.00617555,0,0.999662,0.909156,-0.00124784,0.00883204,955,1674,0,0.151222,0.339721,0.731389,0.132627,0.727264,-5.96046e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.759,119.828,320.057,758,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.083,305.395,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671186,0.588545,1.35383
3531,refrigerator_1,5569,1786189311515,18121,0,0.441401,0.441385,1.52665e-05,0.00262467,7.3323e-15,0,8.47464e-06,0,2.07646,-3.82662,-0.673816,1.95642,0.757957,0.638389,1.56955,0.00344719,0.00377822,0.00550453,0.0055109,0.00551786,0.0308582,0.00617524,0,0.999662,0.909156,-0.00124784,0.00883203,947,1673,0,0.149319,0.341335,0.732304,0.132546,0.728151,0,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.85,119.146,321.944,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,973.028,305.365,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671183,0.588545,1.35383
3532,refrigerator_1,5570,1786189311612,18121,0,0.441401,0.441385,1.52687e-05,0.00262467,4.70983e-15,0,6.7921e-06,0,2.07646,-3.82662,-0.673815,1.95642,0.757957,0.638389,1.56955,0.00344705,0.00377808,0.00550439,0.00551074,0.00551769,0.0308581,0.00617494,0,0.999662,0.909156,-0.0012482,0.00883204,958,1675,0,0.152001,0.340301,0.732885,0.133046,0.729224,-3.57628e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,437.912,119.114,321.686,760,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.972,305.335,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.671182,0.588545,1.35383
3533,refrigerator_1,5571,1786189311705,18121,0,0.441401,0.441385,1.53124e-05,0.00262467,5.33623e-14,0,2.28622e-05,0,2.07646,-3.82662,-0.673814,1.95642,0.757957,0.638389,1.56955,0.00344691,0.00377794,0.00550424,0.00551058,0.00551752,0.0308582,0.00617464,0,0.999662,0.909156,-0.00124903,0.00883199,953,1675,0,0.150806,0.339898,0.731277,0.13287,0.726668,-8.34465e-07,0,0,0.381772,1,0,0,0,0,0,0,4,0.982014,438.39,119.455,324.228,763,580,40,0,620,0,0.719973,0.867742,0,0,-17.2825,-15.8959,972.917,305.306,0.642796,0.145772,0.642796,1,1,0,1.79187,-5.93769,-0.67118,0.588545,1.35383
