cycle,node,pkt_fid,pkt_ts,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,motion_dotd,trunc_frac,range,cx,cy,H,w,h,yaw,std_cx,std_cy,std_H,std_w,std_h,std_yaw,std_yaw_within,front_mode,front_conf,cue_conf,cue_bearing,wall_resp,lidar_rays,lidar_raw,lidar_bpearl,lidar_resid_m,lidar_meanz,lidar_topz,lidar_floorz,lidar_cov_ang,dyaw_points,dyaw_moment,dyaw_flip,obliquity_cos,completeness,moment_aniso,moment_r_yaw,mom_major,mom_minor,mom_phi,mom_pts,ex_L,ex_p,ex_locc,ex_lfree,ex_lfree_eff,ex_ln,ex_socc,ex_sfree,ex_sfree_eff,ex_sndet,ex_streak,ex_pdetect,ex_central,ex_verify,ex_wantsverify,omega_w,omega_yaw,tau_w,tau_yaw,roi_fill,roi_fill_h,roi_fill_v,roi_valid,det_alive,frames_since_det,nbv_standoff,nbv_tx,nbv_ty,nbv_pdetect,nbv_vfov
9049,refrigerator_1,14282,1786189863562,34120,1,0.503844,0.68808,0.165324,0.00220878,0.000111473,0,0.716963,0,1.73011,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107385,0.0112765,0.0382658,0.028047,0.014865,0.366749,0.365444,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.323638,1,0,0,0,0,0,0,4,0.982014,12.8794,0.031826,0,13,467,173,0,640,0,0,0,0.00457178,0,-12.9707,-6.09824,337.975,59.4397,0.817169,0.190753,0.817169,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9050,refrigerator_1,14283,1786189863623,35204,1,0.503844,0.68808,0.165324,0.0023068,0.00024625,0,1.05589,0,1.70334,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107485,0.0112906,0.0383564,0.0280884,0.014873,0.3698,0.368506,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.326711,1,0,0,0,0,0,0,4,0.982014,42.4314,2.07166,0,47,374,266,0,640,0,0,0,0.0041146,0,-12.9707,-6.09824,338.975,60.4397,0.820788,0.190335,0.820788,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9051,refrigerator_1,14284,1786189863726,37611,1,0.503844,0.68808,0.165324,0.0021649,0.000163487,0,0.845193,0,1.65938,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107585,0.0113046,0.0384468,0.0281298,0.014881,0.372825,0.371542,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.328522,1,0,0,0,0,0,0,4,0.982014,36.5419,6.32811,0,89,540,100,0,640,0,0,0,0.00370314,0,-12.9707,-6.09824,339.975,61.4397,0.788734,0.170689,0.788734,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9052,refrigerator_1,14285,1786189863790,36320,1,0.503844,0.68808,0.165324,0.00379008,0.00177133,0,2.82198,0,1.67239,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107685,0.0113186,0.038537,0.0281712,0.014889,0.375827,0.374553,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.332639,1,0,0,0,0,0,0,4,0.982014,139.749,22.3709,0,199,620,16,0,636,0,0,0,0.00333282,0,-12.9707,-6.09824,340.975,62.4397,0.7801,0.166843,0.7801,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9053,refrigerator_1,14286,1786189863896,32291,1,0.503844,0.68808,0.165324,0.00210834,1.27112e-05,0,0.249614,0,1.72889,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107784,0.0113325,0.038627,0.0282125,0.014897,0.378804,0.37754,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.334792,1,0,0,0,0,0,0,4,0.982014,90.533,31.5591,0,181,600,31,0,631,0,0,0,0.00299954,0,-12.9707,-6.09824,341.975,63.4397,0.75509,0.156019,0.75509,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9054,refrigerator_1,14287,1786189863992,29312,1,0.503844,0.68808,0.165324,0.00241625,0.000241628,0,1.13158,0,1.78509,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107884,0.0113465,0.0387168,0.0282537,0.014905,0.381758,0.380504,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.336664,1,0,0,0,0,0,0,4,0.982014,102.286,40.6981,0,194,620,15,0,635,0,0.0388149,0.0456693,0.00269959,0,-12.9707,-6.09824,342.975,64.4397,0.724029,0.14316,0.724029,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9055,refrigerator_1,14288,1786189864089,26473,1,0.503844,0.68808,0.165324,0.00246853,0.000213412,0,1.10446,0,1.8406,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0107983,0.0113605,0.0388063,0.0282948,0.0149129,0.38469,0.383445,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.338346,1,0,0,0,0,0,0,4,0.982014,94.0617,44.8365,0,200,600,31,0,631,0,0.101947,0.120444,0.00242963,0,-12.9707,-6.09824,343.975,65.4397,0.705268,0.134845,0.705268,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9056,refrigerator_1,14289,1786189864164,24885,1,0.503844,0.68808,0.165324,0.00247178,0.000170748,0,1.01097,0,1.87152,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108082,0.0113744,0.0388957,0.0283359,0.0149209,0.387599,0.386364,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.33993,1,0,0,0,0,0,0,4,0.982014,107.521,45.4277,0,202,600,30,0,630,0,0.167759,0.198413,0.00218667,0,-12.9707,-6.09824,344.975,66.4397,0.691464,0.128494,0.691464,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9057,refrigerator_1,14290,1786189864307,22324,1,0.503844,0.68808,0.165324,0.00253666,0.000157663,0,1.01363,0,1.92289,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108182,0.0113883,0.0389848,0.028377,0.0149289,0.390486,0.389261,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.344555,1,0,0,0,0,0,0,4,0.982014,108.082,45.73,0,206,580,45,0,625,0,0.208014,0.248,0.001968,0,-12.9707,-6.09824,345.975,67.4397,0.680132,0.122845,0.680132,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9058,refrigerator_1,14291,1786189864446,20669,1,0.503844,0.68808,0.165324,0.00265604,0.000215392,0,1.22832,0,1.96255,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108281,0.0114022,0.0390738,0.028418,0.0149368,0.393353,0.392136,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.348287,1,0,0,0,0,0,0,4,0.982014,244.347,21.856,0,330,600,30,0,630,0,0.2576,0.304762,0.0017712,0,-12.9707,-6.09824,346.975,68.4397,0.669819,0.117294,0.669819,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9059,refrigerator_1,14292,1786189864521,20144,1,0.503844,0.68808,0.165324,0.00252363,5.27203e-05,0,0.61785,0,1.98173,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.010838,0.0114161,0.0391626,0.0284589,0.0149448,0.396199,0.394991,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.351011,1,0,0,0,0,0,0,4,0.982014,292.812,7.53324,0,380,620,15,0,635,0,0.328567,0.385827,0.00159408,0,-12.9707,-6.09824,347.975,69.4397,0.660811,0.113732,0.660811,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9060,refrigerator_1,14293,1786189864630,19304,1,0.503844,0.68808,0.165324,0.00254246,5.05271e-05,0,0.618549,0,1.99495,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108479,0.0114299,0.0392511,0.0284997,0.0149528,0.399024,0.397825,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.355065,1,0,0,0,0,0,0,4,0.982014,229.287,34.7395,0,319,300,15,0,315,0,0.702365,0.831746,0.00143467,0,-12.9707,-6.09824,348.975,70.4397,0.655692,0.11166,0.655692,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9061,refrigerator_1,14294,1786189864768,18331,1,0.503844,0.68808,0.165324,0.00268528,0.000154606,0,1.11424,0,2.01908,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108578,0.0114438,0.0393394,0.0285405,0.0149607,0.401829,0.400639,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.361656,1,0,0,0,0,0,0,4,0.982014,289.043,32.2545,0,411,300,15,0,315,0,0.702119,0.831746,0.0012912,0,-12.9707,-6.09824,349.975,71.4397,0.654771,0.110538,0.654771,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9062,refrigerator_1,14295,1786189864895,17925,1,0.503844,0.68808,0.165324,0.00258601,4.47322e-05,0,0.614674,0,2.02564,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108677,0.0114576,0.0394276,0.0285813,0.0149687,0.404615,0.403433,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.366681,1,0,0,0,0,0,0,4,0.982014,285.688,33.3527,0,406,320,0,0,320,0,0.707441,0.825,0.00116208,0,-12.9707,-6.09824,350.975,72.4397,0.657874,0.110347,0.657874,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9063,refrigerator_1,14295,1786189864895,0,1,0.503844,0.68808,0.165324,0.00258601,4.47322e-05,0,0.614674,0,2.02564,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108774,0.0114713,0.0395149,0.0286217,0.0149765,0.407361,0.406187,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.366681,1,0,0,0,0,0,0,4,0.982014,195.396,28.4842,0,249,320,0,0,320,0,0.699575,0.815625,0.00104588,0,-12.9707,-6.09824,351.967,73.432,0.64783,0.107659,0.64783,1,1,1,1.88812,-3.84601,-2.85652,0.564236,1.35383
9064,refrigerator_1,14296,1786189864991,17820,1,0.503844,0.68808,0.165324,0.00256562,5.21768e-05,0,0.673322,0,2.00838,-3.84057,-0.678552,1.95105,0.579689,0.603826,1.5683,0.0108873,0.0114851,0.0396026,0.0286623,0.0149845,0.41011,0.408943,0,0.999648,0.778122,-0.00250013,0.00297045,40,52,0,0.0951806,0.78478,0.847032,0.73045,0.462318,0,0,0,0.372336,1,0,0,0,0,0,0,4,0.982014,195.396,28.4842,0,249,320,0,0,320,0,0.699575,0.815625,0.00104588,0,-12.9707,-6.09824,352.967,74.432,0.655524,0.108376,0.655524,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9065,refrigerator_1,14298,1786189865185,18110,0,0.59774,0.683563,0.148791,0.00247203,1.00276e-05,0,0.300515,0,1.97611,-3.84023,-0.680056,1.95129,0.580293,0.603806,1.60024,0.0107834,0.0113431,0.0386421,0.0283021,0.014934,0.111726,0.107282,0,0.999641,0.637964,0.029446,0.00791407,952,1672,0,0.204255,0.341724,0.729084,0.135228,0.684381,0.0319462,0,0,0.377986,1,0,0,0,0,0,0,4,0.982014,264.938,49.8367,0,380,320,0,0,320,0,0.694113,0.809375,0.000941288,0,-12.9749,-6.10098,345.585,5.13664,0.649134,0.108075,0.649134,1,1,0,1.88812,-3.84601,-2.85652,0.564236,1.35383
9066,refrigerator_1,14299,1786189865226,18448,0,0.706171,0.683676,0.136162,0.00266942,0.000225886,0,1.42457,0,1.96439,-3.83991,-0.67999,1.9514,0.581133,0.603797,1.58785,0.0107439,0.0112949,0.038214,0.0281381,0.0149117,0.0969372,0.0917924,0,0.999642,0.610314,0.0170514,0.0115056,1042,1675,0,0.200365,0.346333,0.734577,0.134225,0.881178,-0.0123947,0,0,0.380375,1,0,0,0,0,0,0,4,0.982014,105.546,37.0897,43.7212,149,320,0,0,320,0,0.688415,0.803125,0.000847159,0,-12.9783,-6.10565,342.761,3.77801,0.650768,0.107313,0.650768,1,1,0,1.88812,-3.90436,1.49727,0.564221,1.35383
9067,refrigerator_1,14300,1786189865365,18632,0,0.639723,0.681478,0.122546,0.0024531,4.22623e-05,0,0.62504,0,1.94347,-3.83936,-0.680244,1.95161,0.582711,0.603779,1.58144,0.0106592,0.0111687,0.0373501,0.027792,0.0148613,0.0811191,0.0748631,0,0.999641,0.504367,0.0106483,0.0092523,1104,1692,0,0.197425,0.36116,0.748311,0.134626,0.834802,-0.00640309,0,0,0.388862,1,0,0,0,0,0,0,4,0.982014,187.402,70.8044,101.423,289,300,15,0,315,0,0.677815,0.803175,0.000762443,0,-12.9779,-6.11057,334.234,2.52535,0.651032,0.107336,0.651032,1,1,0,1.88812,-3.87705,1.49839,0.564214,1.35383
9068,refrigerator_1,14300,1786189865365,0,1,0.639723,0.681478,0.122546,0.0024531,4.22623e-05,0,0.62504,0,1.94347,-3.83936,-0.680244,1.95161,0.582711,0.603779,1.58144,0.0106663,0.0111788,0.037414,0.0278211,0.0148669,0.0901693,0.0845854,0,0.999641,0.504367,0.0106483,0.0092523,1104,1692,0,0.197425,0.36116,0.748311,0.134626,0.834802,-0.00640309,0,0,0.388862,1,0,0,0,0,0,0,4,0.982014,148.379,98.4441,146.253,295,320,0,0,320,0,0.68587,0.8,0.000686199,0,-12.9779,-6.11057,334.932,3.22386,0.648655,0.106717,0.648655,1,1,1,1.88812,-3.86257,1.49911,0.564201,1.35383
9069,refrigerator_1,14301,1786189865492,18228,0,0.805187,0.682097,0.1226,0.00250346,9.86736e-05,0,0.971351,0,1.93958,-3.83866,-0.68159,1.95168,0.583179,0.603763,1.588,0.0105804,0.0110656,0.0366686,0.027517,0.014821,0.079514,0.0730349,0,0.999636,0.575139,0.0172019,0.00865896,1080,1743,0,0.1976,0.347991,0.741762,0.133048,0.803132,0.00655365,0,0,0.393245,1,0,0,0,0,0,0,4,0.982014,148.379,98.4441,146.253,295,320,0,0,320,0,0.68587,0.8,0.000686199,0,-12.9823,-6.11548,329.119,2.41536,0.639861,0.105661,0.639861,1,1,0,1.88812,-3.86257,1.49911,0.564201,1.35383
9070,refrigerator_1,14302,1786189865629,18726,0,0.820455,0.682788,0.124107,0.00252092,0.000152957,0,1.22039,0,1.9157,-3.83781,-0.682634,1.95176,0.584064,0.603741,1.58956,0.0104861,0.0109266,0.0358448,0.0271656,0.0147667,0.0737743,0.0666433,0,0.999632,0.551472,0.0187657,0.00904514,1143,1748,0,0.191594,0.359088,0.75264,0.133064,0.840352,0.00156379,0,0,0.395783,1,0,0,0,0,0,0,4,0.982014,90.6256,84.3761,122.519,213,320,0,0,320,0,0.685215,0.8,0.000617579,0,-12.9856,-6.12049,321.805,2.02119,0.644776,0.106947,0.644776,1,1,0,1.88812,-3.87616,1.4978,0.564195,1.35383
9071,refrigerator_1,14304,1786189865835,19984,0,1.43429,0.686546,0.18647,0.00240912,0.000130011,0,1.12788,0,1.85682,-3.83693,-0.682668,1.95213,0.587681,0.603724,1.58783,0.0104223,0.0107896,0.0349974,0.0267914,0.0147069,0.0703348,0.06272,0,0.999628,0.665132,0.017036,0.0126286,1132,1762,0,0.161871,0.355391,0.755404,0.132032,0.908533,-0.00172973,0,0,0.408534,1,0,0,0,0,0,0,2.30918,0.909634,77.4681,112.8,184.719,262,320,0,0,320,0,0.685562,0.8,0.000555821,0,-12.9623,-6.1255,305.798,1.79921,0.668882,0.112699,0.668882,1,1,0,1.88812,-3.87872,1.49714,0.564189,1.35383
9072,refrigerator_1,14305,1786189865900,20415,0,0.652916,0.684864,0.167823,0.00224723,1.942e-05,0,0.435127,0,1.82196,-3.83678,-0.684398,1.95245,0.588095,0.603702,1.58995,0.0103641,0.0106562,0.0341579,0.0264118,0.0146435,0.0682219,0.0603096,0,0.999627,0.672609,0.0191571,0.00716058,1090,1842,0,0.163625,0.356317,0.755729,0.132557,0.721948,0.00212109,0,0,0.416808,1,0,0,0,0,0,0,4,0.982014,281.157,111.439,193.806,475,320,0,0,320,0,0.651863,0.759375,0.000500239,0,-12.9669,-6.1305,298.558,1.67192,0.660311,0.111825,0.660311,1,1,0,1.88812,-3.8741,1.49898,0.564168,1.35383
9073,refrigerator_1,14307,1786189865995,21145,0,1.18298,0.687355,0.200604,0.00219077,2.35822e-06,0,0.151321,0,1.79472,-3.83593,-0.686233,1.95248,0.588467,0.603683,1.5938,0.0102848,0.0105327,0.03339,0.0260528,0.0145814,0.0676312,0.0595133,0,0.999622,0.674009,0.0230002,0.00737115,1061,1774,0,0.147283,0.342604,0.72426,0.132521,0.870478,0.00384307,0,0,0.418791,1,0,0,0,0,0,0,4,0.982014,152.045,61.1652,73.9395,226,320,0,0,320,0,0.686419,0.8,0.000450215,0,-12.9715,-6.13548,291.85,1.63618,0.69097,0.11682,0.69097,1,1,0,1.88812,-3.87858,1.49737,0.564149,1.35383
9074,refrigerator_1,14308,1786189866089,21442,0,0.679929,0.686984,0.180543,0.00216136,8.24442e-10,0,0.00283001,0,1.77578,-3.83549,-0.687649,1.95281,0.588859,0.603659,1.59243,0.0102061,0.0104102,0.0326217,0.0256828,0.0145152,0.0667465,0.058451,0,0.999619,0.653206,0.0216377,0.00803618,1111,1791,0,0.145745,0.358559,0.731947,0.132395,0.852426,-0.00136244,0,0,0.421416,1,0,0,0,0,0,0,4,0.982014,332.126,70.2863,140.639,473,320,0,0,320,0,0.601255,0.7,0.000405193,0,-12.9761,-6.14048,284.931,1.58621,0.699319,0.118206,0.699319,1,1,0,1.88812,-3.88612,1.49555,0.564145,1.35383
9075,refrigerator_1,14310,1786189866186,22798,0,0.689416,0.686996,0.162731,0.00213488,3.72763e-05,0,0.599436,0,1.73032,-3.8351,-0.688715,1.9531,0.590244,0.603624,1.59363,0.0101339,0.0102966,0.0319206,0.0253316,0.0144508,0.0664743,0.0580779,0,0.999617,0.5544,0.0228352,0.00840649,1167,1798,0,0.140885,0.379903,0.747259,0.132725,0.807854,0.00119746,0,0,0.428639,1,0,0,0,0,0,0,4,0.982014,136.767,111.973,157.914,295,320,0,0,320,0,0.601253,0.7,0.000364674,0,-12.9769,-6.14549,277.411,1.57389,0.717268,0.121305,0.717268,1,1,0,1.88812,-3.88271,1.4944,0.564125,1.35383
9076,refrigerator_1,14311,1786189866282,24686,0,0.922687,0.688174,0.169909,0.002102,8.74477e-05,0,0.910631,0,1.66925,-3.83454,-0.68981,1.95321,0.590497,0.603618,1.59613,0.0100739,0.0102275,0.0314414,0.0250854,0.0144038,0.0688312,0.0606752,0,0.999614,0.616103,0.0253293,0.00841099,1175,1841,0,0.152908,0.392867,0.757229,0.132874,0.744156,0.0024941,0,0,0.430569,1,0,0,0,0,0,0,2.30918,0.909634,69.963,122.061,199.526,269,320,0,0,320,0,0.600998,0.7,0.000328207,0,-12.9817,-6.15049,273.355,1.72642,0.733969,0.123929,0.733969,1,1,0,1.88812,-3.88495,1.49396,0.564105,1.35383
9077,refrigerator_1,14312,1786189866377,26840,0,3.29522,0.701209,0.41232,0.00208407,0.00015863,0,1.21208,0,1.60112,-3.83328,-0.69042,1.95312,0.590054,0.603612,1.59871,0.0100277,0.0101737,0.0310429,0.0248759,0.0143627,0.0707849,0.0627084,0,0.999606,0.600832,0.0279164,0.00737357,1161,1797,0,0.146877,0.389502,0.754385,0.132315,0.813188,0.00258708,0,0,0.43981,1,0,0,0,0,0,0,2.30918,0.909634,10.782,89.4248,175.257,186,320,0,0,320,0,0.600464,0.7,0.000295386,0,-12.9862,-6.15549,270.025,1.8533,0.751606,0.126832,0.751606,1,1,0,1.88812,-3.88983,1.49286,0.564099,1.35383
9078,refrigerator_1,14313,1786189866443,28463,0,3.62955,0.715851,0.662457,0.00189723,2.60149e-05,0,0.486586,0,1.55822,-3.83256,-0.690872,1.95313,0.59018,0.603608,1.60123,0.0100057,0.0101525,0.0308627,0.0247754,0.0143423,0.075705,0.0681143,0,0.999602,0.672531,0.0304374,0.00765818,1070,1809,0,0.107421,0.384811,0.750705,0.132304,0.628403,0.00252104,0,0,0.449871,1,0,0,0,0,0,0,2.30918,0.909634,20.8224,87.0029,132.031,153,320,0,0,320,0,0.599574,0.7,0.000265847,0,-12.9911,-6.16048,269.167,2.19756,0.80397,0.136061,0.80397,1,1,0,1.88812,-3.89421,1.49188,0.564103,1.35383
9079,refrigerator_1,14314,1786189866533,29772,0,3.23835,0.728464,0.8472,0.00199827,0.000167349,0,1.22216,0,1.52555,-3.83168,-0.691024,1.95324,0.590609,0.603602,1.59115,0.00997458,0.0101184,0.0305912,0.0246258,0.014312,0.0758961,0.0682628,0,0.999599,0.669636,0.0203536,0.0100846,1135,1806,0,0.107888,0.406387,0.763975,0.133829,0.628221,-0.0100838,0,0,0.452591,1,0,0,0,0,0,0,4,0.982014,210.154,65.2238,96.1163,306,320,0,0,320,0,0.544506,0.640625,0.000239263,0,-12.9957,-6.16525,267.135,2.21771,0.826517,0.14033,0.826517,1,1,0,1.88812,-3.899,1.49133,0.564102,1.35383
9080,refrigerator_1,14316,1786189866690,31779,0,1.25653,0.731104,0.815023,0.00176727,2.1491e-06,0,0.137074,0,1.47064,-3.83101,-0.692165,1.95345,0.590853,0.6036,1.59808,0.00991724,0.0100476,0.0300788,0.0243488,0.0142555,0.0710624,0.0627181,0,0.999593,0.678337,0.0272849,0.00675413,1099,1911,0,0.0986057,0.413356,0.771033,0.133861,0.776597,0.0069313,0,0,0.456728,1,0,0,0,0,0,0,4,0.982014,176.634,44.6136,66.3156,243,319,1,0,320,0,0.510119,0.603125,0.000215336,0,-13.0005,-6.17015,262.419,1.88126,0.855057,0.145328,0.855057,1,1,0,1.88812,-3.87611,1.49195,0.564095,1.35383
9081,refrigerator_1,14317,1786189866800,33186,1,1.25653,0.731104,0.815023,0.00173239,1.2185e-05,0,0.326054,0,1.43196,-3.83101,-0.692165,1.95345,0.590853,0.6036,1.59808,0.00992915,0.0100666,0.0301858,0.0243951,0.0142633,0.0845031,0.0776175,0,0.999593,0.678337,0.0272849,0.00675413,1099,1911,0,0.0986057,0.413356,0.771033,0.133861,0.776597,0,0,0,0.46659,1,0,0,0,0,0,0,4,0.982014,151.955,0.948344,8.48172,160,314,6,0,320,0,0.503661,0.6,0.000193803,0,-13.0005,-6.17015,263.419,2.88126,0.871927,0.148164,0.871927,1,1,0,1.88812,-3.89058,1.49057,0.564085,1.35383
9082,refrigerator_1,14318,1786189866864,34158,0,2.63456,0.740621,0.922914,0.0016875,1.49882e-07,0,0.0361798,0,1.40298,-3.83004,-0.692406,1.95365,0.591064,0.603547,1.59313,0.00988602,0.0100126,0.0297629,0.02416,0.0142146,0.0752676,0.0673381,0,0.999589,0.68088,0.0223327,0.00741038,1120,1888,0,0.0902395,0.437508,0.784968,0.133994,0.597671,-0.00495219,0,0,0.472802,1,0,0,0,0,0,0,4,0.982014,98.5194,2.46681,0,102,309,11,0,320,0,0.501017,0.6,0.000174422,0,-13.0053,-6.17511,259.62,2.17939,0.892718,0.151799,0.892718,1,1,0,1.88812,-3.89058,1.49057,0.564085,1.35383
9083,refrigerator_1,14319,1786189866938,34772,0,2.68379,0.750337,1.02397,0.00165489,3.37594e-07,0,0.0543127,0,1.37345,-3.82911,-0.692624,1.95375,0.590742,0.603535,1.58917,0.00984484,0.00996048,0.0293669,0.0239356,0.0141669,0.0719142,0.063453,0,0.999584,0.67529,0.0183744,0.00636243,1087,1896,0,0.0883182,0.446082,0.76775,0.136181,0.559985,-0.00395834,0,0,0.480544,1,0,0,0,0,0,0,4,0.982014,202.314,1.334,25.924,228,304,16,0,320,0,0.497373,0.6,0.00015698,0,-13.01,-6.18008,256.022,1.94482,0.936885,0.159299,0.936885,1,1,0,1.88812,-3.8788,1.49071,0.564067,1.35383
9084,refrigerator_1,14321,1786189867085,37183,0,1.34879,0.753329,0.981117,0.00159289,6.93195e-07,0,0.0778139,0,1.31548,-3.82835,-0.69297,1.9541,0.591319,0.603478,1.58286,0.00978827,0.00987725,0.028704,0.0235598,0.0140862,0.0658543,0.0563902,0,0.99958,0.674821,0.0120687,0.00605061,1104,1921,0,0.0860049,0.452,0.769032,0.137646,0.612038,-0.00630569,0,0,0.495164,1,0,0,0,0,0,0,4,0.982014,218.807,3.52009,26.3267,245,304,16,0,320,0,0.457758,0.5625,0.000141282,0,-13.0142,-6.185,249.09,1.54354,0.959534,0.163367,0.959534,1,1,0,1.88812,-3.86923,1.4905,0.56406,1.35383
9085,refrigerator_1,14322,1786189867148,38240,1,1.34879,0.753329,0.981117,0.00156933,2.33822e-06,0,0.142763,0,1.29131,-3.82835,-0.69297,1.9541,0.591319,0.603478,1.58286,0.00980079,0.00989635,0.0288144,0.0236071,0.014094,0.0799806,0.0723876,0,0.99958,0.674821,0.0120687,0.00605061,1104,1921,0,0.0860049,0.452,0.769032,0.137646,0.612038,0,0,0,0.500323,1,0,0,0,0,0,0,4,0.982014,307.619,7.75899,95.8908,404,295,25,0,320,0,0.425012,0.528125,0.000127154,0,-13.0142,-6.185,250.09,2.54354,0.980878,0.166902,0.980878,1,1,0,1.88812,-3.85471,1.49066,0.564034,1.35383
9086,refrigerator_1,14323,1786189867236,38960,1,1.34879,0.753329,0.981117,0.00155105,1.27721e-06,0,0.105523,0.00133299,1.27453,-3.82835,-0.69297,1.9541,0.591319,0.603478,1.58286,0.00981329,0.00991541,0.0289244,0.0236542,0.0141018,0.091962,0.0854405,0,0.99958,0.674821,0.0120687,0.00605061,1104,1921,0,0.0860049,0.452,0.769032,0.137646,0.612038,0,0,0,0.506221,1,0,0,0,0,0,0,4,0.982014,339.719,12.6833,0,449,290,30,0,320,0,0.397742,0.5,0.000114439,0,-13.0142,-6.185,251.09,3.54354,0.995947,0.169521,0.995947,1,1,0,1.88812,-3.85471,1.49066,0.564034,1.35383
9087,refrigerator_1,14325,1786189867383,40396,0,0.845138,0.753788,0.89214,0.00154445,3.27753e-05,0,0.535826,0,1.2366,-3.828,-0.692652,1.95383,0.5925,0.603471,1.56686,0.00977249,0.00986006,0.0284932,0.0234034,0.0140461,0.0752082,0.0670671,0,0.99958,0,0.0120687,0.00710062,1157,1937,0,0.0894799,0.48697,0.783457,0.163281,0.670015,-0.016005,0,0,0.51843,1,0,0,0,0,0,0,4,0.982014,375.907,9.80322,0,506,290,30,0,320,0,0.394283,0.5,0.000102995,0,-13.016,-6.18938,246.237,2.19298,1.03182,0.176685,1.03182,1,1,0,1.88812,-3.85471,1.49066,0.564034,1.35383
