# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
11707;1789213990458;0.00522581,-0.000206972,-0.000951765;-2.61369,-2.05814 3.36856,-1.68212 3.11701,2.32164 -2.8658,1.94637;0.874119 0.988533 0.988495 0.874263;0.5 0.5 0.5 0.5;1,0
11708;1789213990506;0.0056068,-0.00098888,-0.000476885;-2.61377,-2.0586 3.3686,-1.68225 3.1171,2.32182 -2.86569,1.94684;0.874162 0.988516 0.988495 0.874255;0.5 0.5 0.5 0.5;1,0
11709;1789213990554;0.00551452,-0.0012228,1.99457e-06;-2.61396,-2.05899 3.36899,-1.6825 3.11758,2.32197 -2.86612,1.9469;0.874216 0.988595 0.988608 0.874344;0.5 0.5 0.5 0.5;1,0
11710;1789213990599;0.0053058,-0.000828803,-9.96331e-05;-2.61359,-2.05922 3.36885,-1.68206 3.11745,2.32193 -2.86562,1.94701;0.874188 0.988518 0.98857 0.874243;0.5 0.5 0.5 0.5;1,0
11711;1789213990656;0.00481181,-0.00115116,-0.000924427;-2.61362,-2.05935 3.36863,-1.6823 3.11727,2.32185 -2.86545,1.9471;0.874188 0.988474 0.988516 0.874218;0.5 0.5 0.5 0.5;1,0
11712;1789213990711;0.00522567,-0.000838823,-0.00028364;-2.61387,-2.05882 3.36885,-1.68262 3.11749,2.32203 -2.86601,1.94667;0.874175 0.988581 0.988612 0.8743;0.5 0.5 0.5 0.5;1,0
11713;1789213990765;0.00572775,-0.00083216,-0.000757049;-2.61354,-2.05862 3.3685,-1.68177 3.11715,2.32131 -2.86549,1.94689;0.87415 0.988465 0.988455 0.874254;0.5 0.5 0.5 0.5;1,0
11714;1789213990810;0.00562178,-0.00130547,-0.000312159;-2.61326,-2.05952 3.36831,-1.6829 3.11695,2.32206 -2.86512,1.94679;0.874088 0.988421 0.988491 0.874109;0.5 0.5 0.5 0.5;1,0
11715;1789213990861;0.00549248,-0.000286265,-0.000809071;-2.61337,-2.05898 3.36862,-1.68274 3.11703,2.32191 -2.86537,1.9469;0.874076 0.98852 0.988484 0.874182;0.5 0.5 0.5 0.5;1,0
11716;1789213990909;0.00552907,-0.000909427,-0.000282348;-2.61359,-2.05874 3.36853,-1.68229 3.11714,2.32174 -2.86549,1.94694;0.874135 0.988494 0.988489 0.874224;0.5 0.5 0.5 0.5;1,0
11717;1789213990970;0.00597994,-0.00149085,0.000183575;-2.61377,-2.05878 3.36892,-1.68247 3.11724,2.32192 -2.86582,1.9469;0.874161 0.988591 0.98853 0.874281;0.5 0.5 0.5 0.5;1,0
11718;1789213991020;0.00605097,-0.00156989,-0.000708615;-2.61363,-2.0593 3.36857,-1.68255 3.11715,2.32183 -2.8655,1.94694;0.874171 0.988476 0.9885 0.87422;0.5 0.5 0.5 0.5;1,0
11719;1789213991069;0.00611544,-0.00100719,-0.00049724;-2.61355,-2.05895 3.36867,-1.68239 3.11723,2.32169 -2.86554,1.94685;0.874135 0.988516 0.988511 0.874233;0.5 0.5 0.5 0.5;1,0
11720;1789213991116;0.00595709,-0.00126764,-0.000662899;-2.61352,-2.05897 3.36858,-1.68246 3.11722,2.32152 -2.86543,1.94657;0.874126 0.988498 0.988517 0.874205;0.5 0.5 0.5 0.5;1,0
11721;1789213991167;0.00601933,-0.000658905,0.000245654;-2.61388,-2.05864 3.36892,-1.68234 3.11748,2.32174 -2.8656,1.94652;0.874182 0.988593 0.988597 0.874223;0.5 0.5 0.5 0.5;1,0
11722;1789213991217;0.00587792,-0.00128765,4.80379e-05;-2.61315,-2.0594 3.36851,-1.68293 3.11698,2.32193 -2.86532,1.94697;0.874052 0.988476 0.98847 0.874173;0.5 0.5 0.5 0.5;1,0
11723;1789213991279;0.00567243,-0.000770879,0.000286999;-2.61364,-2.05921 3.3688,-1.68255 3.11746,2.32205 -2.86548,1.94679;0.874165 0.988537 0.988599 0.874192;0.5 0.5 0.5 0.5;1,0
11724;1789213991328;0.00556256,-0.00128394,-6.63002e-05;-2.61338,-2.05989 3.36895,-1.68286 3.11692,2.32185 -2.86558,1.94702;0.874143 0.98854 0.988445 0.874238;0.5 0.5 0.5 0.5;1,0
11725;1789213991377;0.00579419,-0.000378226,-0.000545035;-2.61361,-2.05869 3.36913,-1.68212 3.1174,2.32162 -2.8658,1.94694;0.874144 0.988626 0.988533 0.874303;0.5 0.5 0.5 0.5;1,0
11726;1789213991424;0.00555376,-0.00185889,0.000318803;-2.6136,-2.05891 3.36896,-1.6827 3.11738,2.32179 -2.86571,1.94652;0.874119 0.988603 0.988579 0.874244;0.5 0.5 0.5 0.5;1,0
11727;1789213991472;0.0056618,-0.000794307,0.000401497;-2.61377,-2.05885 3.36877,-1.68228 3.11723,2.32192 -2.86556,1.94663;0.87418 0.988541 0.98855 0.874207;0.5 0.5 0.5 0.5;1,0
11728;1789213991521;0.00607068,-0.00162115,6.82252e-05;-2.61349,-2.05895 3.36889,-1.68183 3.11726,2.32165 -2.86541,1.94675;0.874159 0.988534 0.988523 0.874203;0.5 0.5 0.5 0.5;1,0
11729;1789213991583;0.00543097,-0.00182325,-3.63663e-05;-2.61343,-2.05938 3.36887,-1.68278 3.11698,2.32205 -2.86534,1.94657;0.874119 0.988552 0.988514 0.874145;0.5 0.5 0.5 0.5;1,0
11730;1789213991634;0.00564982,-0.000777591,-0.00026991;-2.61339,-2.05994 3.36886,-1.68239 3.11702,2.32156 -2.86568,1.94691;0.874181 0.988489 0.988447 0.874277;0.5 0.5 0.5 0.5;1,0
11731;1789213991685;0.00595116,-0.000309977,-0.000682656;-2.61329,-2.05899 3.36849,-1.68287 3.11659,2.32222 -2.86523,1.94652;0.874051 0.988497 0.988448 0.874102;0.5 0.5 0.5 0.5;1,0
11732;1789213991733;0.00625796,-0.00106644,-0.000642542;-2.61342,-2.05937 3.36868,-1.68246 3.11723,2.32205 -2.86552,1.94686;0.874138 0.988491 0.988543 0.874203;0.5 0.5 0.5 0.5;1,0
11733;1789213991792;0.00584357,-0.00126241,-0.0008742;-2.61334,-2.05854 3.3686,-1.68206 3.11736,2.32157 -2.86543,1.94631;0.874081 0.988508 0.988572 0.874186;0.5 0.5 0.5 0.5;1,0
11734;1789213991836;0.00558451,-0.00104374,-0.000351991;-2.61332,-2.05917 3.36886,-1.68209 3.11727,2.32136 -2.86554,1.94723;0.874124 0.988526 0.98846 0.874282;0.5 0.5 0.5 0.5;1,0
11735;1789213991885;0.00547774,-0.00133679,-5.00752e-06;-2.6131,-2.05967 3.36857,-1.68269 3.11719,2.32181 -2.86545,1.94722;0.87408 0.988457 0.988486 0.874229;0.5 0.5 0.5 0.5;1,0
11736;1789213991931;0.0055872,-0.000818811,-0.000487526;-2.61354,-2.05888 3.36872,-1.68224 3.11691,2.32152 -2.86548,1.94703;0.874138 0.988523 0.988411 0.874244;0.5 0.5 0.5 0.5;1,0
11737;1789213991993;0.00625955,-0.00134016,-0.000525582;-2.61359,-2.05966 3.36871,-1.68276 3.11763,2.32191 -2.86555,1.94695;0.874176 0.988496 0.988613 0.874229;0.5 0.5 0.5 0.5;1,0
11738;1789213992045;0.00570609,-0.00044918,-0.000374281;-2.61333,-2.0586 3.36871,-1.6822 3.11734,2.32167 -2.86556,1.94648;0.874073 0.988539 0.988563 0.874217;0.5 0.5 0.5 0.5;1,0
11739;1789213992097;0.00576524,-0.00105209,-0.000871518;-2.61345,-2.05936 3.36886,-1.68231 3.11706,2.32163 -2.86543,1.94715;0.874153 0.988526 0.988445 0.874232;0.5 0.5 0.5 0.5;1,0
11740;1789213992141;0.00595467,-0.00105064,-0.000442447;-2.61312,-2.0594 3.36854,-1.68294 3.11701,2.32196 -2.86528,1.94702;0.874045 0.988483 0.988477 0.874167;0.5 0.5 0.5 0.5;1,0
11741;1789213992191;0.00587711,-0.000696499,-0.000788217;-2.61349,-2.05894 3.36861,-1.68244 3.11726,2.32154 -2.86539,1.94661;0.874118 0.988506 0.988525 0.874197;0.5 0.5 0.5 0.5;1,0
11742;1789213992239;0.00598851,-0.000499575,-0.00113044;-2.61332,-2.05889 3.36872,-1.68303 3.11705,2.32191 -2.86505,1.94698;0.874039 0.988566 0.988485 0.874117;0.5 0.5 0.5 0.5;1,0
11743;1789213992299;0.0055071,-0.00098661,-0.00020116;-2.61367,-2.05917 3.36895,-1.68312 3.11731,2.32177 -2.86542,1.94692;0.874128 0.988606 0.988532 0.874206;0.5 0.5 0.5 0.5;1,0
11744;1789213992350;0.00567772,-0.000391993,-5.05556e-05;-2.61373,-2.05882 3.36898,-1.68274 3.11752,2.3218 -2.86553,1.94686;0.874138 0.988617 0.988584 0.874225;0.5 0.5 0.5 0.5;1,0
11745;1789213992399;0.00554362,-0.00109505,0.000725656;-2.61332,-2.05891 3.36869,-1.68167 3.11721,2.32141 -2.8652,1.94692;0.874134 0.988481 0.988477 0.874184;0.5 0.5 0.5 0.5;1,0
11746;1789213992447;0.00545835,-0.00165453,-0.000633229;-2.61365,-2.05897 3.36849,-1.68231 3.117,2.32163 -2.8655,1.94692;0.874165 0.988467 0.98845 0.874233;0.5 0.5 0.5 0.5;1,0
11747;1789213992501;0.00666844,-0.00129608,3.23352e-05;-2.61355,-2.05892 3.36889,-1.68247 3.11716,2.32178 -2.86559,1.94682;0.874127 0.988572 0.988506 0.874236;0.5 0.5 0.5 0.5;1,0
11748;1789213992547;0.00611983,-0.00121837,-0.00035836;-2.61351,-2.05941 3.36881,-1.68297 3.11747,2.32205 -2.86565,1.9469;0.874124 0.988548 0.988593 0.874235;0.5 0.5 0.5 0.5;1,0
11749;1789213992597;0.00600355,-0.000676385,-0.000200024;-2.61357,-2.05888 3.36893,-1.6828 3.11746,2.32215 -2.86569,1.94652;0.874104 0.988605 0.988631 0.874214;0.5 0.5 0.5 0.5;1,0
11750;1789213992647;0.00594694,-0.000918731,-0.000596586;-2.61323,-2.05937 3.3689,-1.68238 3.11715,2.32178 -2.8652,1.94711;0.874103 0.988535 0.988484 0.874168;0.5 0.5 0.5 0.5;1,0
11751;1789213992708;0.0053562,-0.00105234,-0.000385334;-2.61346,-2.05865 3.3685,-1.68224 3.11693,2.32184 -2.86525,1.94674;0.874103 0.988489 0.988469 0.87415;0.5 0.5 0.5 0.5;1,0
11752;1789213992756;0.00621901,-0.00148519,-0.000363641;-2.61346,-2.05919 3.36875,-1.6828 3.11733,2.322 -2.8655,1.94686;0.874106 0.988541 0.988562 0.874202;0.5 0.5 0.5 0.5;1,0
11753;1789213992806;0.00562342,-0.000823322,-5.30153e-05;-2.6138,-2.05892 3.36898,-1.68243 3.11746,2.3217 -2.86581,1.94674;0.87418 0.988593 0.988571 0.874287;0.5 0.5 0.5 0.5;1,0
11754;1789213992852;0.00590058,-0.000949214,-0.000306519;-2.61361,-2.05846 3.36897,-1.68232 3.1174,2.32165 -2.86556,1.94663;0.874112 0.988616 0.988561 0.874228;0.5 0.5 0.5 0.5;1,0
11755;1789213992901;0.00554673,-0.00140508,0.000295914;-2.61329,-2.05966 3.36859,-1.68274 3.11712,2.3219 -2.86519,1.94661;0.874116 0.988466 0.988527 0.874125;0.5 0.5 0.5 0.5;1,0
11756;1789213992959;0.00559902,-0.000215206,-0.00023865;-2.61307,-2.05909 3.36868,-1.68227 3.11723,2.32158 -2.86541,1.94705;0.874054 0.988498 0.988487 0.874226;0.5 0.5 0.5 0.5;1,0
11757;1789213993016;0.00531918,-0.00136779,0.000499893;-2.61329,-2.05975 3.36877,-1.68253 3.11722,2.3218 -2.86586,1.94704;0.874135 0.988489 0.988503 0.874307;0.5 0.5 0.5 0.5;1,0
11758;1789213993064;0.00596519,-0.000728586,-0.000316262;-2.61331,-2.05932 3.36883,-1.68299 3.11693,2.3222 -2.86542,1.9468;0.874074 0.98856 0.988497 0.874166;0.5 0.5 0.5 0.5;1,0
11759;1789213993117;0.00577179,-0.000895951,-0.000101209;-2.61351,-2.059 3.36892,-1.68238 3.11707,2.32187 -2.86566,1.94674;0.874131 0.988568 0.988502 0.87424;0.5 0.5 0.5 0.5;1,0
11760;1789213993166;0.00598432,-0.00123548,-0.000308981;-2.61341,-2.05933 3.36852,-1.68246 3.11724,2.32186 -2.86541,1.9467;0.874133 0.988458 0.988542 0.874183;0.5 0.5 0.5 0.5;1,0
11761;1789213993220;0.00586743,-0.000767119,0.000310934;-2.61354,-2.05936 3.36902,-1.68283 3.11742,2.32214 -2.86569,1.94663;0.874135 0.988592 0.988612 0.87422;0.5 0.5 0.5 0.5;1,0
11762;1789213993273;0.00555799,-0.000633646,0.000195254;-2.61331,-2.05921 3.36867,-1.68234 3.11722,2.32178 -2.86553,1.94662;0.87411 0.988492 0.988536 0.874211;0.5 0.5 0.5 0.5;1,0
11763;1789213993325;0.00566966,-0.000793349,1.1407e-05;-2.61317,-2.05955 3.36895,-1.683 3.11705,2.32231 -2.86542,1.94704;0.874062 0.98857 0.988514 0.874173;0.5 0.5 0.5 0.5;1,0
11764;1789213993369;0.00521223,-0.00110245,-3.93304e-05;-2.61351,-2.05902 3.36891,-1.68235 3.11703,2.32189 -2.8657,1.94671;0.874135 0.988564 0.988497 0.874244;0.5 0.5 0.5 0.5;1,0
11765;1789213993418;0.00582994,-0.0013559,-0.00079583;-2.61357,-2.05926 3.36905,-1.68255 3.11724,2.3219 -2.86578,1.94714;0.874153 0.988589 0.988509 0.874288;0.5 0.5 0.5 0.5;1,0
11766;1789213993465;0.00552289,-0.00162643,0.000418853;-2.61323,-2.05909 3.36869,-1.68248 3.11695,2.32175 -2.86553,1.94686;0.874073 0.988515 0.988455 0.874227;0.5 0.5 0.5 0.5;1,0
11767;1789213993517;0.00549704,-0.00131669,0.000956703;-2.61375,-2.05878 3.36906,-1.68268 3.1173,2.32217 -2.86602,1.9461;0.874143 0.988635 0.988628 0.874258;0.5 0.5 0.5 0.5;1,0
11768;1789213993573;0.00577614,-0.000858425,-0.0002214;-2.61346,-2.05907 3.36848,-1.68241 3.117,2.32188 -2.8655,1.94634;0.874124 0.988465 0.988519 0.874177;0.5 0.5 0.5 0.5;1,0
11769;1789213993627;0.00580603,-0.000729967,0.000317832;-2.61363,-2.05936 3.36914,-1.68215 3.11734,2.32164 -2.86591,1.94682;0.874199 0.988581 0.988531 0.874317;0.5 0.5 0.5 0.5;1,0
11770;1789213993669;0.00530038,-0.0010802,-5.70058e-05;-2.61313,-2.05956 3.36852,-1.68283 3.11681,2.32206 -2.86547,1.94684;0.874067 0.98846 0.988454 0.874188;0.5 0.5 0.5 0.5;1,0
11771;1789213993718;0.0055556,-0.000882137,0.000411511;-2.61344,-2.05973 3.36866,-1.68235 3.11712,2.32195 -2.86569,1.94691;0.874178 0.988456 0.988506 0.874251;0.5 0.5 0.5 0.5;1,0
11772;1789213993765;0.0057065,-0.00123059,-1.5468e-05;-2.61353,-2.05933 3.36902,-1.68196 3.11718,2.32175 -2.86577,1.94683;0.874191 0.988543 0.988507 0.874278;0.5 0.5 0.5 0.5;1,0
11773;1789213993828;0.00550147,-0.00173449,-0.00104149;-2.61321,-2.0596 3.36831,-1.68207 3.11668,2.32152 -2.86536,1.94683;0.874139 0.988367 0.988375 0.874203;0.5 0.5 0.5 0.5;1,0
11774;1789213993881;0.00596373,-0.00105068,0.000613187;-2.61324,-2.05876 3.3688,-1.68197 3.11699,2.3218 -2.86556,1.94623;0.874082 0.988533 0.988519 0.874189;0.5 0.5 0.5 0.5;1,0
11775;1789213993930;0.00526293,-0.00150443,-0.000305595;-2.61339,-2.05997 3.36871,-1.68255 3.11709,2.32204 -2.86572,1.94691;0.874174 0.98846 0.988507 0.87425;0.5 0.5 0.5 0.5;1,0
11776;1789213993977;0.00562377,-0.0010426,-0.000583183;-2.61344,-2.05993 3.36877,-1.68288 3.1172,2.32213 -2.86564,1.94659;0.874157 0.988497 0.988565 0.874206;0.5 0.5 0.5 0.5;1,0
11777;1789213994025;0.00537142,-0.000462411,-0.000848655;-2.61366,-2.05955 3.36904,-1.6825 3.11723,2.3219 -2.86601,1.94642;0.874199 0.988565 0.988564 0.874294;0.5 0.5 0.5 0.5;1,0
11778;1789213994075;0.00562919,-0.000624337,-0.00151899;-2.61314,-2.05908 3.36867,-1.68247 3.11691,2.32172 -2.86538,1.94684;0.874055 0.98851 0.988445 0.874195;0.5 0.5 0.5 0.5;1,0
11779;1789213994140;0.00506862,-0.00131124,-8.62709e-05;-2.61387,-2.05864 3.36907,-1.68269 3.11746,2.3222 -2.86593,1.94668;0.874155 0.988647 0.98862 0.874272;0.5 0.5 0.5 0.5;1,0
11780;1789213994188;0.00537391,-0.00190981,0.000258805;-2.61344,-2.05923 3.36855,-1.68277 3.11688,2.32182 -2.86584,1.94686;0.87411 0.988488 0.988445 0.874288;0.5 0.5 0.5 0.5;1,0
11781;1789213994240;0.00589792,-0.000985441,0.000269071;-2.6137,-2.05892 3.36886,-1.68218 3.1172,2.32163 -2.8658,1.94673;0.874178 0.988549 0.988508 0.874288;0.5 0.5 0.5 0.5;1,0
11782;1789213994284;0.00539954,-0.00143771,0.000255776;-2.61317,-2.06001 3.36832,-1.68265 3.11659,2.32194 -2.86527,1.94683;0.874125 0.988372 0.988396 0.874153;0.5 0.5 0.5 0.5;1,0
11783;1789213994339;0.00557342,-0.000504681,-0.000894197;-2.61313,-2.05904 3.36839,-1.68218 3.11679,2.32164 -2.86546,1.94661;0.874069 0.988431 0.988428 0.874203;0.5 0.5 0.5 0.5;1,0
11784;1789213994391;0.00542887,-0.001237,-0.000412055;-2.61377,-2.05919 3.36895,-1.68281 3.11719,2.32237 -2.86585,1.94678;0.874171 0.988587 0.98857 0.874245;0.5 0.5 0.5 0.5;1,0
11785;1789213994439;0.00558774,-0.0016895,-0.000706908;-2.61398,-2.06009 3.36936,-1.68262 3.11754,2.3217 -2.86612,1.94701;0.874299 0.988608 0.988566 0.874372;0.5 0.5 0.5 0.5;1,0
11786;1789213994487;0.00532698,-0.000342446,-0.000329198;-2.61376,-2.05869 3.36886,-1.68204 3.11735,2.32156 -2.86579,1.94657;0.874181 0.988559 0.988548 0.874281;0.5 0.5 0.5 0.5;1,0
11787;1789213994545;0.00539213,-0.00159263,0.000392405;-2.61386,-2.05969 3.36939,-1.68229 3.11771,2.32151 -2.86641,1.94679;0.874264 0.988624 0.988601 0.874435;0.5 0.5 0.5 0.5;1,0
11788;1789213994599;0.00513012,-0.000697819,-0.00034289;-2.61356,-2.05897 3.36869,-1.68216 3.11715,2.32169 -2.86588,1.94668;0.874154 0.988504 0.988507 0.874297;0.5 0.5 0.5 0.5;1,0
11789;1789213994653;0.00562405,-0.00167753,0.000584884;-2.61356,-2.05925 3.36911,-1.68213 3.11734,2.32184 -2.86588,1.94659;0.874178 0.98858 0.988568 0.874282;0.5 0.5 0.5 0.5;1,0
11790;1789213994698;0.0050146,-0.00152102,-0.000305787;-2.61371,-2.05921 3.36888,-1.68237 3.11712,2.32206 -2.86587,1.94665;0.87419 0.988546 0.988536 0.874265;0.5 0.5 0.5 0.5;1,0
11791;1789213994748;0.00570582,-0.0017438,-0.000693843;-2.61319,-2.05977 3.36876,-1.68273 3.11709,2.32181 -2.8657,1.94677;0.874103 0.988496 0.988497 0.874254;0.5 0.5 0.5 0.5;1,0
11792;1789213994796;0.00516684,-0.000713518,-0.000418031;-2.61364,-2.05935 3.36891,-1.68258 3.11692,2.3218 -2.86576,1.94667;0.874173 0.988552 0.988467 0.874261;0.5 0.5 0.5 0.5;1,0
11793;1789213994854;0.00579076,-0.00118775,-0.00048836;-2.61381,-2.05889 3.36888,-1.68248 3.1173,2.32184 -2.86581,1.94633;0.874179 0.988575 0.988581 0.874249;0.5 0.5 0.5 0.5;1,0
11794;1789213994903;0.00567982,-0.00133518,-0.000240232;-2.61356,-2.05913 3.36892,-1.68224 3.11712,2.32162 -2.8656,1.94673;0.87416 0.988551 0.988488 0.874244;0.5 0.5 0.5 0.5;1,0
11795;1789213994953;0.00532167,-0.00161965,-0.000493951;-2.61339,-2.05906 3.36869,-1.68156 3.11711,2.32129 -2.86556,1.94683;0.874166 0.988464 0.988448 0.874267;0.5 0.5 0.5 0.5;1,0
11796;1789213994999;0.00524759,-0.00209982,-0.00119204;-2.61343,-2.05892 3.36862,-1.68238 3.11714,2.3217 -2.86538,1.94638;0.87411 0.988506 0.988531 0.874168;0.5 0.5 0.5 0.5;1,0
11797;1789213995052;0.00503907,-0.00143937,-0.00145984;-2.61366,-2.05935 3.36848,-1.68309 3.11701,2.32184 -2.86564,1.94697;0.874146 0.988484 0.988467 0.874251;0.5 0.5 0.5 0.5;1,0
11798;1789213995105;0.00577747,-0.00129741,-0.000343684;-2.61365,-2.05906 3.36845,-1.68259 3.11712,2.3214 -2.86553,1.94649;0.874152 0.988469 0.988489 0.874231;0.5 0.5 0.5 0.5;1,0
11799;1789213995160;0.00544413,-0.000889936,-0.000293332;-2.61374,-2.05922 3.3684,-1.68241 3.11699,2.3215 -2.86558,1.94705;0.874196 0.988436 0.988425 0.874269;0.5 0.5 0.5 0.5;1,0
11800;1789213995211;0.00585889,-0.00186192,-0.0002968;-2.61363,-2.05895 3.36855,-1.68244 3.11706,2.32144 -2.86575,1.94644;0.874149 0.98849 0.988483 0.874273;0.5 0.5 0.5 0.5;1,0
11801;1789213995261;0.00570825,-0.00124306,-0.00085825;-2.61373,-2.05991 3.36895,-1.68298 3.1173,2.3217 -2.86581,1.94717;0.87421 0.988545 0.988501 0.874314;0.5 0.5 0.5 0.5;1,0
11802;1789213995307;0.00517733,-0.00113066,-0.000718099;-2.61381,-2.05891 3.36858,-1.6827 3.11722,2.32175 -2.86554,1.94678;0.874167 0.988517 0.988521 0.874226;0.5 0.5 0.5 0.5;1,0
11803;1789213995360;0.0054051,-0.00191992,-0.000781621;-2.6139,-2.05925 3.36851,-1.68292 3.11737,2.32178 -2.86565,1.9469;0.874198 0.98849 0.988545 0.874255;0.5 0.5 0.5 0.5;1,0
11804;1789213995413;0.00551732,-0.00150774,-0.000505489;-2.61356,-2.05952 3.36854,-1.68275 3.11724,2.32143 -2.86552,1.94703;0.87416 0.988466 0.988475 0.874262;0.5 0.5 0.5 0.5;1,0
11805;1789213995468;0.00506948,-0.000996409,-0.000233918;-2.6138,-2.05874 3.36863,-1.68265 3.11717,2.32174 -2.86573,1.94689;0.874154 0.988536 0.988498 0.874275;0.5 0.5 0.5 0.5;1,0
11806;1789213995517;0.00548522,-0.00204589,-0.000153493;-2.6136,-2.05891 3.36864,-1.68239 3.11732,2.32122 -2.86558,1.94669;0.874143 0.988512 0.988501 0.874268;0.5 0.5 0.5 0.5;1,0
11807;1789213995567;0.00478746,-0.00114169,-0.000165024;-2.61412,-2.05934 3.36883,-1.68315 3.11762,2.32191 -2.86597,1.94667;0.874235 0.98857 0.98863 0.874302;0.5 0.5 0.5 0.5;1,0
11808;1789213995613;0.00522665,-0.000914377,-0.000859469;-2.61362,-2.05964 3.36846,-1.68286 3.11721,2.32149 -2.8659,1.94716;0.874176 0.988446 0.988461 0.874347;0.5 0.5 0.5 0.5;1,0
11809;1789213995672;0.00535341,-0.00115377,-0.00127857;-2.6139,-2.05915 3.36856,-1.68282 3.11724,2.32147 -2.86567,1.94698;0.874195 0.988502 0.988481 0.874288;0.5 0.5 0.5 0.5;1,0
11810;1789213995722;0.00518662,-0.00153687,-0.000471387;-2.61413,-2.05874 3.36858,-1.68247 3.11746,2.32126 -2.86588,1.9466;0.874235 0.988517 0.98854 0.874327;0.5 0.5 0.5 0.5;1,0
11811;1789213995769;0.00534082,-0.00161533,-0.000473212;-2.61416,-2.05953 3.36883,-1.68304 3.11745,2.3215 -2.86599,1.94688;0.874265 0.988551 0.988538 0.874349;0.5 0.5 0.5 0.5;1,0
11812;1789213995820;0.00516569,-0.00115799,-0.00119476;-2.61368,-2.05963 3.36825,-1.68302 3.11716,2.32124 -2.86553,1.9471;0.874178 0.988408 0.988434 0.874281;0.5 0.5 0.5 0.5;1,0
11813;1789213995874;0.00514942,-0.00101747,-0.000405101;-2.61387,-2.05887 3.36864,-1.68303 3.11723,2.32149 -2.86547,1.9469;0.874154 0.988552 0.988489 0.874238;0.5 0.5 0.5 0.5;1,0
11814;1789213995924;0.0048247,-0.0017899,-0.000535787;-2.61372,-2.0588 3.36809,-1.68336 3.11665,2.32174 -2.86522,1.9467;0.874096 0.988449 0.988401 0.874148;0.5 0.5 0.5 0.5;1,0
11815;1789213995975;0.00561089,-0.00157552,-0.000881343;-2.61411,-2.05877 3.36872,-1.68279 3.11731,2.32128 -2.86591,1.94709;0.87421 0.988565 0.98847 0.874361;0.5 0.5 0.5 0.5;1,0
11816;1789213996019;0.00532384,-0.00208222,0.000677256;-2.61394,-2.05903 3.36854,-1.68302 3.11719,2.32183 -2.86547,1.94695;0.874181 0.988517 0.988509 0.874213;0.5 0.5 0.5 0.5;1,0
11817;1789213996073;0.00498003,-0.00225103,0.00065272;-2.61398,-2.05924 3.36892,-1.68337 3.11698,2.32184 -2.86599,1.94657;0.874182 0.98861 0.98849 0.874303;0.5 0.5 0.5 0.5;1,0
11818;1789213996128;0.0053565,-0.00138128,-0.000426217;-2.61372,-2.05994 3.36823,-1.68314 3.11717,2.32196 -2.86569,1.94701;0.874202 0.988388 0.988512 0.874256;0.5 0.5 0.5 0.5;1,0
11819;1789213996182;0.00523731,-0.00174076,-0.00118933;-2.61362,-2.05952 3.36825,-1.68276 3.11729,2.32168 -2.86551,1.94664;0.874174 0.988399 0.98854 0.874216;0.5 0.5 0.5 0.5;1,0
11820;1789213996224;0.00467471,-0.00159727,-0.00134023;-2.61373,-2.05937 3.36846,-1.68295 3.11723,2.32136 -2.86592,1.94686;0.87417 0.988469 0.988478 0.874343;0.5 0.5 0.5 0.5;1,0
11821;1789213996277;0.00492492,-0.00138772,-6.05461e-05;-2.61399,-2.05899 3.36837,-1.68266 3.11719,2.32144 -2.86558,1.94642;0.874215 0.988462 0.988513 0.874235;0.5 0.5 0.5 0.5;1,0
11822;1789213996334;0.00493694,-0.00155579,-0.000429149;-2.61387,-2.05927 3.36843,-1.683 3.11712,2.32178 -2.86573,1.9469;0.874188 0.988475 0.98849 0.874272;0.5 0.5 0.5 0.5;1,0
11823;1789213996391;0.00495431,-0.00207895,-0.000443726;-2.61393,-2.05956 3.36828,-1.68248 3.11703,2.32137 -2.86568,1.94695;0.87426 0.98839 0.988429 0.874295;0.5 0.5 0.5 0.5;1,0
11824;1789213996445;0.00532588,-0.0019293,-0.000267517;-2.61368,-2.05919 3.36841,-1.68271 3.11722,2.32152 -2.86577,1.94667;0.874162 0.988456 0.988506 0.874286;0.5 0.5 0.5 0.5;1,0
11825;1789213996495;0.00488285,-0.00197595,-0.00083488;-2.61361,-2.05913 3.368,-1.6829 3.11671,2.3215 -2.86541,1.94636;0.874131 0.988379 0.988418 0.874186;0.5 0.5 0.5 0.5;1,0
11826;1789213996541;0.00547883,-0.00135552,-0.000938296;-2.61375,-2.05884 3.36831,-1.68214 3.11706,2.32094 -2.86559,1.94667;0.874186 0.988427 0.988417 0.874289;0.5 0.5 0.5 0.5;1,0
11827;1789213996593;0.00517503,-0.00200244,-0.000134731;-2.6141,-2.05918 3.36888,-1.68301 3.11763,2.32163 -2.86592,1.94647;0.874227 0.988586 0.988622 0.874299;0.5 0.5 0.5 0.5;1,0
11828;1789213996641;0.00469975,-0.00154031,-0.000823403;-2.61393,-2.05935 3.36842,-1.68357 3.11708,2.32198 -2.86561,1.94677;0.874169 0.988498 0.988512 0.874221;0.5 0.5 0.5 0.5;1,0
11829;1789213996698;0.005319,-0.00178771,-0.000324978;-2.61366,-2.0589 3.36824,-1.68236 3.11692,2.32132 -2.86534,1.94695;0.874159 0.988418 0.988402 0.874222;0.5 0.5 0.5 0.5;1,0
