# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
1869;1789213145769;-0.0121923,-0.0327204,-0.0124749;-2.65703,-1.95984 -10,-1.95984 -10,-2.4249 3.33463,-1.74689 3.14299,2.01967 10,2.01967 10,2.60131 -2.8559,1.94813;0.858004 2.66539 0.809387 0.0216856 0.682002 1.88477 0.846188 0.0212694;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1870;1789213145816;-0.012246,-0.0327091,-0.0123227;-2.65825,-1.95984 -10,-1.95984 -10,-2.4235 3.33483,-1.74234 3.14316,2.01967 10,2.01967 10,2.60274 -2.85722,1.94809;0.858266 2.66539 0.80911 0.0216856 0.682031 1.88477 0.846495 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1871;1789213145872;-0.01231,-0.0326964,-0.0120689;-2.65834,-1.95984 -10,-1.95984 -10,-2.42378 3.33468,-1.74308 3.14239,2.01967 10,2.01967 10,2.60462 -2.85786,1.94754;0.858291 2.66539 0.809165 0.0216855 0.681915 1.88477 0.846901 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1872;1789213145926;-0.0123318,-0.0326418,-0.0120732;-2.65842,-1.95984 -10,-1.95984 -10,-2.4294 3.33442,-1.74343 3.14132,2.01967 10,2.01967 10,2.60694 -2.85869,1.94677;0.858318 2.66539 0.810339 0.0216845 0.681753 1.88477 0.8474 0.0212707;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1873;1789213145980;-0.0123512,-0.0325845,-0.0122818;-2.65855,-1.95984 -10,-1.95984 -10,-2.41982 3.33322,-1.74683 3.14271,2.01967 10,2.01967 10,2.59927 -2.8567,1.948;0.858321 2.66539 0.808328 0.021685 0.681948 1.88477 0.84575 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1874;1789213146030;-0.0123442,-0.0325671,-0.0124002;-2.65923,-1.95984 -10,-1.95984 -10,-2.42068 3.3333,-1.74757 3.14311,2.01967 10,2.01967 10,2.59617 -2.85648,1.94817;0.858455 2.66539 0.808504 0.021685 0.682008 1.88477 0.845085 0.0212705;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1875;1789213146077;-0.0123364,-0.0325528,-0.012382;-2.65883,-1.95984 -10,-1.95984 -10,-2.42099 3.33457,-1.74444 3.14337,2.01967 10,2.01967 10,2.59971 -2.85693,1.94892;0.858379 2.66539 0.808579 0.0216858 0.682059 1.88477 0.845841 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1876;1789213146124;-0.0123131,-0.0325684,-0.0126193;-2.65926,-1.95984 -10,-1.95984 -10,-2.41678 3.33229,-1.74484 3.14229,2.01967 10,2.01967 10,2.59847 -2.85643,1.94914;0.85846 2.66539 0.807699 0.0216844 0.681878 1.88477 0.845576 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1877;1789213146178;-0.0122791,-0.0325996,-0.0126353;-2.65784,-1.95984 -10,-1.95984 -10,-2.42148 3.33301,-1.74385 3.14188,2.01967 10,2.01967 10,2.6016 -2.8562,1.94861;0.858172 2.66539 0.808682 0.0216843 0.681823 1.88477 0.846248 0.0212696;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1878;1789213146228;-0.0122228,-0.0326205,-0.0123052;-2.65624,-1.95984 -10,-1.95984 -10,-2.42594 3.33418,-1.74617 3.1424,2.01967 10,2.01967 10,2.60133 -2.85528,1.94842;0.857839 2.66539 0.809607 0.021685 0.681911 1.88477 0.846192 0.0212689;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1879;1789213146277;-0.0121437,-0.0326339,-0.0125984;-2.65804,-1.95984 -10,-1.95984 -10,-2.41411 3.33436,-1.73865 3.14424,2.01967 10,2.01967 10,2.59818 -2.85554,1.9485;0.858204 2.66539 0.807161 0.021686 0.68219 1.88477 0.845516 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1880;1789213146324;-0.0121126,-0.0326783,-0.0125015;-2.65837,-1.95984 -10,-1.95984 -10,-2.42058 3.33422,-1.74275 3.143,2.01967 10,2.01967 10,2.60215 -2.85714,1.94777;0.858288 2.66539 0.808499 0.0216854 0.682002 1.88477 0.84637 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1881;1789213146381;-0.0121705,-0.0328001,-0.0116594;-2.65661,-1.95984 -10,-1.95984 -10,-2.42925 3.33422,-1.74702 3.14097,2.01967 10,2.01967 10,2.60618 -2.85689,1.9458;0.857932 2.66539 0.810296 0.0216847 0.681698 1.88477 0.84724 0.0212693;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1882;1789213146435;-0.0122278,-0.0328902,-0.01177;-2.65676,-1.95984 -10,-1.95984 -10,-2.42674 3.33572,-1.74625 3.14284,2.01967 10,2.01967 10,2.60613 -2.85677,1.94721;0.857961 2.66539 0.809774 0.0216863 0.68199 1.88477 0.847226 0.0212694;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1883;1789213146499;-0.0123106,-0.0328507,-0.011905;-2.6578,-1.95984 -10,-1.95984 -10,-2.42846 3.33391,-1.7452 3.14114,2.01967 10,2.01967 10,2.60523 -2.85775,1.94725;0.858182 2.66539 0.810138 0.0216844 0.68172 1.88477 0.847033 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1884;1789213146572;-0.012405,-0.0327906,-0.0128592;-2.6596,-1.95984 -10,-1.95984 -10,-2.41447 3.33223,-1.74888 3.14369,2.01967 10,2.01967 10,2.59348 -2.85567,1.94936;0.858521 2.66539 0.807206 0.0216849 0.682084 1.88477 0.844505 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1885;1789213146629;-0.0124193,-0.0328866,-0.0134636;-2.66117,-1.95984 -10,-1.95984 -10,-2.41384 3.33151,-1.75104 3.14362,2.01967 10,2.01967 10,2.59124 -2.85616,1.95023;0.858841 2.66539 0.807066 0.0216845 0.682066 1.88477 0.844021 0.021271;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1886;1789213146692;-0.0124284,-0.0330097,-0.0135231;-2.65957,-1.95984 -10,-1.95984 -10,-2.41016 3.3314,-1.75107 3.14502,2.01967 10,2.01967 10,2.5869 -2.85308,1.95099;0.858486 2.66539 0.8063 0.0216849 0.682274 1.88477 0.84309 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1887;1789213146740;-0.0124231,-0.0330339,-0.0135413;-2.66124,-1.95984 -10,-1.95984 -10,-2.4074 3.33134,-1.74923 3.14541,2.01967 10,2.01967 10,2.58692 -2.85442,1.95157;0.858836 2.66539 0.80573 0.0216851 0.682333 1.88477 0.843093 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1888;1789213146788;-0.0124165,-0.0330494,-0.0132576;-2.66034,-1.95984 -10,-1.95984 -10,-2.411 3.3318,-1.74945 3.14419,2.01967 10,2.01967 10,2.58938 -2.85474,1.95068;0.858658 2.66539 0.806481 0.021685 0.682155 1.88477 0.843623 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1889;1789213146836;-0.0125155,-0.033017,-0.0125243;-2.65914,-1.95984 -10,-1.95984 -10,-2.42026 3.33478,-1.74654 3.14449,2.01967 10,2.01967 10,2.59863 -2.85668,1.94783;0.85844 2.66539 0.80842 0.0216863 0.682227 1.88477 0.845613 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1890;1789213146883;-0.0126544,-0.0329664,-0.012808;-2.65872,-1.95984 -10,-1.95984 -10,-2.41301 3.33343,-1.73728 3.14344,2.01967 10,2.01967 10,2.59667 -2.85627,1.94809;0.858349 2.66539 0.806936 0.0216852 0.682063 1.88477 0.845192 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1891;1789213146933;-0.0127815,-0.0329459,-0.0121387;-2.65986,-1.95984 -10,-1.95984 -10,-2.4229 3.33306,-1.74949 3.14283,2.01967 10,2.01967 10,2.59792 -2.85708,1.94819;0.85859 2.66539 0.808962 0.0216847 0.681963 1.88477 0.845461 0.0212707;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1892;1789213146979;-0.0128797,-0.0329563,-0.0123244;-2.65992,-1.95984 -10,-1.95984 -10,-2.41689 3.33269,-1.74787 3.14312,2.01967 10,2.01967 10,2.59532 -2.85641,1.94917;0.858594 2.66539 0.807713 0.021685 0.682003 1.88477 0.8449 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1893;1789213147033;-0.0129776,-0.0329629,-0.0126502;-2.65911,-1.95984 -10,-1.95984 -10,-2.41946 3.33193,-1.7458 3.14161,2.01967 10,2.01967 10,2.59896 -2.85638,1.94907;0.858429 2.66539 0.808254 0.0216838 0.681772 1.88477 0.84568 0.0212701;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1894;1789213147084;-0.0130384,-0.032958,-0.0124054;-2.65819,-1.95984 -10,-1.95984 -10,-2.4214 3.33319,-1.74312 3.14128,2.01967 10,2.01967 10,2.60193 -2.85723,1.9452;0.858254 2.66539 0.808667 0.0216844 0.681736 1.88477 0.846331 0.0212701;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1895;1789213147141;-0.0131037,-0.0329377,-0.0125677;-2.6591,-1.95984 -10,-1.95984 -10,-2.42176 3.33163,-1.74864 3.14167,2.01967 10,2.01967 10,2.5975 -2.85631,1.9491;0.858427 2.66539 0.808727 0.0216835 0.681776 1.88477 0.845368 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1896;1789213147190;-0.0131505,-0.0328514,-0.0120275;-2.65805,-1.95984 -10,-1.95984 -10,-2.42962 3.33392,-1.74508 3.14086,2.01967 10,2.01967 10,2.6053 -2.85857,1.94582;0.858242 2.66539 0.810379 0.0216842 0.681679 1.88477 0.847051 0.0212707;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1897;1789213147240;-0.0131991,-0.0327626,-0.0120931;-2.6575,-1.95984 -10,-1.95984 -10,-2.41882 3.33253,-1.73526 3.14023,2.01967 10,2.01967 10,2.60556 -2.85746,1.94828;0.858116 2.66539 0.808155 0.0216835 0.681577 1.88477 0.847099 0.0212701;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1898;1789213147296;-0.0132353,-0.0326513,-0.0115118;-2.65798,-1.95984 -10,-1.95984 -10,-2.42407 3.33413,-1.73392 3.14043,2.01967 10,2.01967 10,2.60941 -2.85959,1.94617;0.858239 2.66539 0.809254 0.0216842 0.681622 1.88477 0.847932 0.0212711;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1899;1789213147345;-0.0132665,-0.0325479,-0.0120502;-2.6592,-1.95984 -10,-1.95984 -10,-2.42756 3.3339,-1.74312 3.14099,2.01967 10,2.01967 10,2.60542 -2.85959,1.94607;0.858485 2.66539 0.809955 0.0216843 0.681699 1.88477 0.847077 0.0212715;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1900;1789213147391;-0.0132248,-0.0325112,-0.0123194;-2.65854,-1.95984 -10,-1.95984 -10,-2.42263 3.33309,-1.74658 3.14165,2.01967 10,2.01967 10,2.60054 -2.85714,1.94818;0.858323 2.66539 0.808915 0.0216845 0.681788 1.88477 0.846022 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1901;1789213147441;-0.0131737,-0.0324758,-0.0111552;-2.65708,-1.95984 -10,-1.95984 -10,-2.43666 3.33459,-1.74492 3.13983,2.01967 10,2.01967 10,2.60965 -2.85955,1.94587;0.858058 2.66539 0.811854 0.0216839 0.681531 1.88477 0.847986 0.021271;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1902;1789213147488;-0.0132157,-0.0325664,-0.011695;-2.65698,-1.95984 -10,-1.95984 -10,-2.42752 3.33393,-1.73324 3.13863,2.01967 10,2.01967 10,2.6145 -2.86032,1.94453;0.858046 2.66539 0.809978 0.0216835 0.681352 1.88477 0.849032 0.0212709;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1903;1789213147540;-0.0132994,-0.0327196,-0.0120736;-2.65901,-1.95984 -10,-1.95984 -10,-2.42222 3.33384,-1.74218 3.14213,2.01967 10,2.01967 10,2.60391 -2.85845,1.94823;0.858432 2.66539 0.808843 0.0216848 0.681869 1.88477 0.846745 0.021271;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1904;1789213147595;-0.013277,-0.0328473,-0.0118701;-2.65865,-1.95984 -10,-1.95984 -10,-2.42449 3.3332,-1.74805 3.14143,2.01967 10,2.01967 10,2.60038 -2.85745,1.94634;0.85835 2.66539 0.809299 0.0216845 0.681755 1.88477 0.845995 0.0212705;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1905;1789213147646;-0.0131409,-0.0329331,-0.0121796;-2.65858,-1.95984 -10,-1.95984 -10,-2.4254 3.3337,-1.74721 3.14186,2.01967 10,2.01967 10,2.60116 -2.85728,1.94791;0.858332 2.66539 0.809492 0.0216847 0.681826 1.88477 0.846155 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1906;1789213147690;-0.0130498,-0.0329398,-0.0123842;-2.65734,-1.95984 -10,-1.95984 -10,-2.4257 3.33362,-1.74785 3.14118,2.01967 10,2.01967 10,2.60383 -2.85653,1.94745;0.858075 2.66539 0.809553 0.0216847 0.681723 1.88477 0.84673 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1907;1789213147744;-0.0129856,-0.0328185,-0.0120153;-2.65752,-1.95984 -10,-1.95984 -10,-2.42296 3.33363,-1.73634 3.14062,2.01967 10,2.01967 10,2.60779 -2.85866,1.94704;0.858136 2.66539 0.809015 0.0216841 0.681645 1.88477 0.847583 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1908;1789213147797;-0.0129222,-0.0327196,-0.0119383;-2.65724,-1.95984 -10,-1.95984 -10,-2.42935 3.33386,-1.74661 3.14063,2.01967 10,2.01967 10,2.60651 -2.85746,1.94756;0.858065 2.66539 0.810319 0.0216843 0.681643 1.88477 0.847305 0.0212699;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1909;1789213147849;-0.0128573,-0.0327257,-0.0115214;-2.6569,-1.95984 -10,-1.95984 -10,-2.43283 3.33435,-1.73947 3.139,2.01967 10,2.01967 10,2.61249 -2.85966,1.94469;0.858024 2.66539 0.811069 0.0216837 0.681408 1.88477 0.8486 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1910;1789213147902;-0.0127915,-0.0327316,-0.0106074;-2.65603,-1.95984 -10,-1.95984 -10,-2.43693 3.33644,-1.73996 3.13973,2.01967 10,2.01967 10,2.61783 -2.86007,1.94433;0.857852 2.66539 0.811926 0.0216851 0.681536 1.88477 0.849749 0.0212702;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1911;1789213147950;-0.0128957,-0.032723,-0.0103151;-2.65342,-1.95984 -10,-1.95984 -10,-2.4518 3.33856,-1.73608 3.13741,2.01967 10,2.01967 10,2.62907 -2.86259,1.94005;0.85736 2.66539 0.815058 0.0216848 0.681214 1.88477 0.852185 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1912;1789213147998;-0.0130002,-0.0327141,-0.0112191;-2.65547,-1.95984 -10,-1.95984 -10,-2.43835 3.33413,-1.74275 3.13785,2.01967 10,2.01967 10,2.61532 -2.85933,1.94473;0.857732 2.66539 0.812214 0.0216831 0.681234 1.88477 0.849209 0.02127;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1913;1789213148048;-0.0130297,-0.0328382,-0.0111261;-2.65831,-1.95984 -10,-1.95984 -10,-2.43307 3.33557,-1.73983 3.13942,2.01967 10,2.01967 10,2.61382 -2.86173,1.94459;0.858331 2.66539 0.811117 0.0216848 0.681482 1.88477 0.848887 0.021272;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1914;1789213148094;-0.013045,-0.0329727,-0.0112711;-2.65598,-1.95984 -10,-1.95984 -10,-2.42435 3.33374,-1.73452 3.13947,2.01967 10,2.01967 10,2.61054 -2.85793,1.94524;0.857818 2.66539 0.80931 0.0216839 0.681476 1.88477 0.84818 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1915;1789213148143;-0.0130511,-0.0330333,-0.010837;-2.65553,-1.95984 -10,-1.95984 -10,-2.43527 3.33462,-1.74233 3.13896,2.01967 10,2.01967 10,2.6133 -2.85847,1.94442;0.857735 2.66539 0.811571 0.0216839 0.681404 1.88477 0.848775 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1916;1789213148198;-0.0130531,-0.0330613,-0.0107092;-2.65551,-1.95984 -10,-1.95984 -10,-2.43042 3.33553,-1.73267 3.1389,2.01967 10,2.01967 10,2.61663 -2.86014,1.94335;0.85775 2.66539 0.810587 0.0216845 0.681409 1.88477 0.849494 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1917;1789213148256;-0.0130153,-0.0329987,-0.0108697;-2.65647,-1.95984 -10,-1.95984 -10,-2.43044 3.33481,-1.73327 3.13875,2.01967 10,2.01967 10,2.61233 -2.86006,1.94375;0.857942 2.66539 0.810589 0.0216839 0.681379 1.88477 0.848569 0.0212709;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1918;1789213148305;-0.0129406,-0.0328479,-0.0109814;-2.65588,-1.95984 -10,-1.95984 -10,-2.44186 3.33681,-1.74136 3.13895,2.01967 10,2.01967 10,2.6192 -2.86102,1.94258;0.857834 2.66539 0.812954 0.0216849 0.681423 1.88477 0.850051 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1919;1789213148352;-0.0129167,-0.0327441,-0.0108527;-2.65425,-1.95984 -10,-1.95984 -10,-2.44722 3.33776,-1.73763 3.13824,2.01967 10,2.01967 10,2.62441 -2.86171,1.94132;0.857516 2.66539 0.81409 0.0216848 0.681329 1.88477 0.851176 0.0212704;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1920;1789213148397;-0.0129724,-0.0327132,-0.0111423;-2.6562,-1.95984 -10,-1.95984 -10,-2.43947 3.33547,-1.74122 3.13874,2.01967 10,2.01967 10,2.61765 -2.86026,1.94358;0.857889 2.66539 0.812455 0.021684 0.681379 1.88477 0.849713 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1921;1789213148451;-0.0130419,-0.0326919,-0.0110849;-2.65654,-1.95984 -10,-1.95984 -10,-2.4372 3.3354,-1.73717 3.13835,2.01967 10,2.01967 10,2.61732 -2.86092,1.94358;0.857966 2.66539 0.811991 0.0216839 0.681322 1.88477 0.849643 0.0212709;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1922;1789213148506;-0.0131261,-0.0327572,-0.0107239;-2.65519,-1.95984 -10,-1.95984 -10,-2.44158 3.33655,-1.73937 3.13903,2.01967 10,2.01967 10,2.61898 -2.86004,1.94275;0.857685 2.66539 0.812902 0.0216846 0.681434 1.88477 0.850002 0.0212699;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1923;1789213148557;-0.0132038,-0.0328165,-0.0111817;-2.65651,-1.95984 -10,-1.95984 -10,-2.43594 3.33509,-1.74203 3.13893,2.01967 10,2.01967 10,2.61554 -2.86011,1.94346;0.85795 2.66539 0.811712 0.0216842 0.681404 1.88477 0.84926 0.0212705;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1924;1789213148602;-0.0131472,-0.0327435,-0.01115;-2.65595,-1.95984 -10,-1.95984 -10,-2.43423 3.33411,-1.7438 3.13896,2.01967 10,2.01967 10,2.60965 -2.8585,1.94487;0.857817 2.66539 0.811349 0.0216837 0.681398 1.88477 0.847988 0.0212701;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1925;1789213148652;-0.0130841,-0.0326617,-0.0107508;-2.65573,-1.95984 -10,-1.95984 -10,-2.43816 3.3359,-1.74018 3.13912,2.01967 10,2.01967 10,2.61626 -2.86029,1.94434;0.857795 2.66539 0.812184 0.0216845 0.681441 1.88477 0.849412 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1926;1789213148703;-0.0130662,-0.0326455,-0.0107132;-2.65627,-1.95984 -10,-1.95984 -10,-2.44051 3.33644,-1.74085 3.13914,2.01967 10,2.01967 10,2.61832 -2.86117,1.94275;0.857913 2.66539 0.812672 0.0216847 0.681448 1.88477 0.84986 0.0212709;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1927;1789213148765;-0.0130553,-0.0326422,-0.0105484;-2.65602,-1.95984 -10,-1.95984 -10,-2.44117 3.33624,-1.73601 3.13799,2.01967 10,2.01967 10,2.62301 -2.86204,1.94112;0.857875 2.66539 0.812828 0.0216841 0.681278 1.88477 0.850876 0.0212708;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1928;1789213148815;-0.0130553,-0.0325788,-0.0104737;-2.65625,-1.95984 -10,-1.95984 -10,-2.44114 3.33666,-1.73996 3.13882,2.01967 10,2.01967 10,2.61928 -2.86154,1.94334;0.857914 2.66539 0.812807 0.0216848 0.681403 1.88477 0.850064 0.0212711;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1929;1789213148864;-0.0130589,-0.0324885,-0.0106367;-2.65717,-1.95984 -10,-1.95984 -10,-2.43261 3.33419,-1.74001 3.13849,2.01967 10,2.01967 10,2.61529 -2.86017,1.9442;0.858083 2.66539 0.811021 0.0216837 0.681331 1.88477 0.849204 0.0212706;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1930;1789213148912;-0.0130072,-0.0324874,-0.0117405;-2.65653,-1.95984 -10,-1.95984 -10,-2.42638 3.33294,-1.74376 3.14026,2.01967 10,2.01967 10,2.60592 -2.85684,1.94825;0.857915 2.66539 0.809706 0.0216836 0.681582 1.88477 0.847178 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1931;1789213148961;-0.012905,-0.0325644,-0.0122388;-2.65738,-1.95984 -10,-1.95984 -10,-2.43155 3.33449,-1.74322 3.14025,2.01967 10,2.01967 10,2.60983 -2.8587,1.94604;0.858108 2.66539 0.81079 0.0216843 0.681594 1.88477 0.848024 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1932;1789213149016;-0.0128329,-0.032638,-0.0126178;-2.65725,-1.95984 -10,-1.95984 -10,-2.41636 3.33329,-1.73633 3.14214,2.01967 10,2.01967 10,2.60176 -2.85652,1.94757;0.858057 2.66539 0.807638 0.0216846 0.681869 1.88477 0.846287 0.0212697;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1933;1789213149066;-0.012855,-0.0326781,-0.0125601;-2.65927,-1.95984 -10,-1.95984 -10,-2.41179 3.33258,-1.73903 3.14241,2.01967 10,2.01967 10,2.59813 -2.85669,1.94778;0.858466 2.66539 0.806676 0.0216848 0.6819 1.88477 0.845507 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1934;1789213149112;-0.012863,-0.0326977,-0.0127514;-2.66039,-1.95984 -10,-1.95984 -10,-2.41902 3.33258,-1.75042 3.14321,2.01967 10,2.01967 10,2.59637 -2.85673,1.95036;0.858691 2.66539 0.80815 0.0216848 0.682015 1.88477 0.845121 0.0212708;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1935;1789213149166;-0.0128075,-0.0326333,-0.0129673;-2.65929,-1.95984 -10,-1.95984 -10,-2.41971 3.33395,-1.7444 3.14366,2.01967 10,2.01967 10,2.59899 -2.8568,1.94925;0.85847 2.66539 0.808311 0.0216854 0.682097 1.88477 0.845685 0.0212705;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1936;1789213149218;-0.0127544,-0.0325713,-0.012928;-2.65973,-1.95984 -10,-1.95984 -10,-2.41589 3.33292,-1.74717 3.1438,2.01967 10,2.01967 10,2.59618 -2.85612,1.95;0.858551 2.66539 0.807505 0.0216852 0.682107 1.88477 0.845082 0.0212703;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1937;1789213149269;-0.0127772,-0.0326701,-0.0126322;-2.6595,-1.95984 -10,-1.95984 -10,-2.42097 3.33221,-1.74511 3.14125,2.01967 10,2.01967 10,2.59946 -2.85732,1.94875;0.858518 2.66539 0.808572 0.0216838 0.681722 1.88477 0.845789 0.0212708;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1938;1789213149314;-0.0127975,-0.0327562,-0.0129157;-2.6609,-1.95984 -10,-1.95984 -10,-2.41626 3.33271,-1.75075 3.14402,2.01967 10,2.01967 10,2.59319 -2.85676,1.95049;0.858794 2.66539 0.807571 0.0216853 0.682137 1.88477 0.844439 0.0212713;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1939;1789213149370;-0.0128359,-0.0327934,-0.013243;-2.65899,-1.95984 -10,-1.95984 -10,-2.41066 3.33288,-1.73938 3.14407,2.01967 10,2.01967 10,2.59508 -2.85536,1.94884;0.858393 2.66539 0.806439 0.0216852 0.682151 1.88477 0.844849 0.0212698;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
1940;1789213149424;-0.0128782,-0.032809,-0.0132458;-2.66017,-1.95984 -10,-1.95984 -10,-2.41842 3.33212,-1.74762 3.14261,2.01967 10,2.01967 10,2.59526 -2.85673,1.94964;0.858646 2.66539 0.808032 0.0216842 0.681922 1.88477 0.844885 0.0212709;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
