# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
4182;1789213263956;-0.00962697,-0.031365,-0.0245524;-2.67782,-1.95984 -10,-1.95984 -10,-2.29541 3.31435,-1.78415 3.16821,2.01967 10,2.01967 10,2.47757 -2.82937,1.98492;0.861956 2.66539 0.782577 0.0216872 0.68562 1.88477 0.81982 0.0212676;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4183;1789213264014;-0.00967895,-0.0314186,-0.0242171;-2.67666,-1.95984 -10,-1.95984 -10,-2.3048 3.31639,-1.78296 3.16724,2.01967 10,2.01967 10,2.48408 -2.83093,1.98208;0.861732 2.66539 0.784492 0.0216877 0.685487 1.88477 0.821194 0.0212678;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4184;1789213264063;-0.00966584,-0.0313352,-0.0252963;-2.67806,-1.95984 -10,-1.95984 -10,-2.29701 3.31365,-1.78904 3.16885,2.01967 10,2.01967 10,2.47261 -2.82833,1.98582;0.861996 2.66539 0.782892 0.0216868 0.68571 1.88477 0.818777 0.0212675;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4185;1789213264114;-0.00965244,-0.0312478,-0.0256358;-2.67915,-1.95984 -10,-1.95984 -10,-2.28297 3.31393,-1.7782 3.17007,2.01967 10,2.01967 10,2.47159 -2.82861,1.98695;0.862222 2.66539 0.780061 0.0216878 0.6859 1.88477 0.81856 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4186;1789213264159;-0.0095546,-0.031266,-0.0261103;-2.67971,-1.95984 -10,-1.95984 -10,-2.28649 3.31378,-1.78844 3.17102,2.01967 10,2.01967 10,2.4693 -2.82791,1.98667;0.862332 2.66539 0.780754 0.0216882 0.686041 1.88477 0.818081 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4187;1789213264214;-0.00943366,-0.0312831,-0.0264779;-2.68058,-1.95984 -10,-1.95984 -10,-2.28029 3.31283,-1.79149 3.17269,2.01967 10,2.01967 10,2.45933 -2.82554,1.9872;0.86249 2.66539 0.779488 0.0216885 0.686287 1.88477 0.815994 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4188;1789213264265;-0.00946505,-0.0313735,-0.0270103;-2.68044,-1.95984 -10,-1.95984 -10,-2.26706 3.31085,-1.78502 3.17363,2.01967 10,2.01967 10,2.45339 -2.82322,1.99151;0.862441 2.66539 0.776821 0.0216878 0.686419 1.88477 0.814741 0.0212665;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4189;1789213264315;-0.00952375,-0.0314763,-0.0269144;-2.68136,-1.95984 -10,-1.95984 -10,-2.2751 3.31121,-1.795 3.17344,2.01967 10,2.01967 10,2.45286 -2.82364,1.99102;0.862633 2.66539 0.778429 0.021688 0.68639 1.88477 0.814631 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4190;1789213264362;-0.00952115,-0.0314596,-0.0274634;-2.6826,-1.95984 -10,-1.95984 -10,-2.27416 3.31198,-1.79363 3.17413,2.01967 10,2.01967 10,2.4549 -2.82548,1.99228;0.862902 2.66539 0.778241 0.0216887 0.686501 1.88477 0.815055 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4191;1789213264413;-0.00949478,-0.0313952,-0.0284271;-2.68448,-1.95984 -10,-1.95984 -10,-2.26177 3.30864,-1.79594 3.17497,2.01967 10,2.01967 10,2.44504 -2.82298,1.99448;0.863269 2.66539 0.775728 0.0216875 0.686607 1.88477 0.812992 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4192;1789213264466;-0.00948824,-0.0313279,-0.0279772;-2.68331,-1.95984 -10,-1.95984 -10,-2.26747 3.3094,-1.79868 3.17536,2.01967 10,2.01967 10,2.4436 -2.82253,1.99366;0.863026 2.66539 0.776875 0.0216877 0.686671 1.88477 0.812693 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4193;1789213264525;-0.00950563,-0.0312543,-0.027961;-2.68486,-1.95984 -10,-1.95984 -10,-2.25968 3.30883,-1.79667 3.17644,2.01967 10,2.01967 10,2.44042 -2.82169,1.99543;0.863338 2.66539 0.775306 0.021688 0.686832 1.88477 0.812025 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4194;1789213264574;-0.00951171,-0.0312454,-0.0275059;-2.68246,-1.95984 -10,-1.95984 -10,-2.25722 3.31065,-1.78741 3.17586,2.01967 10,2.01967 10,2.44699 -2.82185,1.99402;0.862845 2.66539 0.774827 0.021689 0.686756 1.88477 0.813401 0.0212665;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4195;1789213264627;-0.00950047,-0.0313433,-0.0271873;-2.68229,-1.95984 -10,-1.95984 -10,-2.27169 3.31049,-1.79316 3.17378,2.01967 10,2.01967 10,2.45195 -2.82408,1.99189;0.862829 2.66539 0.777742 0.0216876 0.686438 1.88477 0.814439 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4196;1789213264669;-0.00947821,-0.0314164,-0.0268795;-2.68123,-1.95984 -10,-1.95984 -10,-2.26731 3.31223,-1.78459 3.17436,2.01967 10,2.01967 10,2.45441 -2.82435,1.99022;0.862613 2.66539 0.776872 0.0216889 0.68654 1.88477 0.814958 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4197;1789213264720;-0.00938749,-0.0314797,-0.0264754;-2.68003,-1.95984 -10,-1.95984 -10,-2.28296 3.31313,-1.78866 3.17181,2.01967 10,2.01967 10,2.46297 -2.82614,1.98746;0.862382 2.66539 0.780036 0.0216881 0.686157 1.88477 0.816755 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4198;1789213264776;-0.00928727,-0.0315498,-0.0269976;-2.68036,-1.95984 -10,-1.95984 -10,-2.28041 3.31194,-1.79267 3.17223,2.01967 10,2.01967 10,2.45946 -2.82534,1.98816;0.862444 2.66539 0.77951 0.0216878 0.686212 1.88477 0.816017 0.0212671;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4199;1789213264832;-0.0091702,-0.0315722,-0.0266435;-2.6798,-1.95984 -10,-1.95984 -10,-2.2727 3.31336,-1.78359 3.17368,2.01967 10,2.01967 10,2.46012 -2.82491,1.98754;0.862325 2.66539 0.777966 0.0216891 0.686443 1.88477 0.816158 0.0212666;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4200;1789213264881;-0.00906766,-0.0315904,-0.026819;-2.68064,-1.95984 -10,-1.95984 -10,-2.27426 3.31283,-1.79296 3.17492,2.01967 10,2.01967 10,2.4547 -2.82389,1.99008;0.862489 2.66539 0.778263 0.0216894 0.686626 1.88477 0.815018 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4201;1789213264930;-0.00904623,-0.0315121,-0.0265098;-2.68127,-1.95984 -10,-1.95984 -10,-2.27563 3.31225,-1.79246 3.17404,2.01967 10,2.01967 10,2.45445 -2.82447,1.99064;0.862623 2.66539 0.77854 0.0216886 0.686489 1.88477 0.814966 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4202;1789213264976;-0.00903788,-0.0314292,-0.0262236;-2.6803,-1.95984 -10,-1.95984 -10,-2.27951 3.31252,-1.78621 3.17235,2.01967 10,2.01967 10,2.46085 -2.82581,1.98913;0.862433 2.66539 0.779341 0.0216878 0.686235 1.88477 0.816308 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4203;1789213265027;-0.00905421,-0.031278,-0.0261525;-2.6792,-1.95984 -10,-1.95984 -10,-2.28816 3.31373,-1.78979 3.17124,2.01967 10,2.01967 10,2.46733 -2.82688,1.98697;0.862217 2.66539 0.78109 0.0216881 0.686074 1.88477 0.817669 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4204;1789213265081;-0.00908414,-0.0310865,-0.0260399;-2.67832,-1.95984 -10,-1.95984 -10,-2.28546 3.31391,-1.78764 3.17193,2.01967 10,2.01967 10,2.46667 -2.82578,1.98697;0.862029 2.66539 0.780546 0.0216884 0.68618 1.88477 0.81753 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4205;1789213265136;-0.00905482,-0.0309447,-0.0250375;-2.67725,-1.95984 -10,-1.95984 -10,-2.29549 3.31502,-1.78518 3.16943,2.01967 10,2.01967 10,2.47628 -2.82827,1.98536;0.861829 2.66539 0.782592 0.0216879 0.685808 1.88477 0.819549 0.021267;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4206;1789213265186;-0.00896481,-0.0308733,-0.0251486;-2.67677,-1.95984 -10,-1.95984 -10,-2.29426 3.31463,-1.78591 3.16944,2.01967 10,2.01967 10,2.47538 -2.82717,1.98707;0.861722 2.66539 0.782339 0.0216878 0.685808 1.88477 0.819356 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4207;1789213265237;-0.00890416,-0.0308371,-0.0255663;-2.67754,-1.95984 -10,-1.95984 -10,-2.29088 3.31346,-1.78526 3.16928,2.01967 10,2.01967 10,2.47184 -2.8273,1.98746;0.86188 2.66539 0.781652 0.0216871 0.685775 1.88477 0.818613 0.021267;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4208;1789213265285;-0.00890464,-0.0308734,-0.0255594;-2.6784,-1.95984 -10,-1.95984 -10,-2.29156 3.31438,-1.78708 3.17055,2.01967 10,2.01967 10,2.47076 -2.82751,1.98671;0.862058 2.66539 0.781786 0.021688 0.685974 1.88477 0.818388 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4209;1789213265336;-0.00892655,-0.03091,-0.0254529;-2.67867,-1.95984 -10,-1.95984 -10,-2.28995 3.31347,-1.79092 3.17063,2.01967 10,2.01967 10,2.46881 -2.82666,1.98642;0.862107 2.66539 0.781451 0.0216877 0.685979 1.88477 0.81798 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4210;1789213265389;-0.00905591,-0.0309398,-0.0249036;-2.67916,-1.95984 -10,-1.95984 -10,-2.29246 3.31438,-1.78654 3.17004,2.01967 10,2.01967 10,2.47364 -2.8289,1.987;0.862225 2.66539 0.781971 0.0216878 0.685897 1.88477 0.81899 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4211;1789213265441;-0.00918252,-0.0309692,-0.0247807;-2.67648,-1.95984 -10,-1.95984 -10,-2.29575 3.31503,-1.78319 3.1689,2.01967 10,2.01967 10,2.47868 -2.82837,1.98484;0.861672 2.66539 0.782649 0.0216877 0.685729 1.88477 0.820053 0.0212667;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4212;1789213265489;-0.00918828,-0.0308525,-0.024662;-2.67702,-1.95984 -10,-1.95984 -10,-2.30207 3.31571,-1.78711 3.16911,2.01967 10,2.01967 10,2.4797 -2.82923,1.98557;0.861791 2.66539 0.783928 0.0216878 0.685765 1.88477 0.820267 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4213;1789213265539;-0.00919438,-0.0307305,-0.0250055;-2.67822,-1.95984 -10,-1.95984 -10,-2.29318 3.31606,-1.78431 3.17046,2.01967 10,2.01967 10,2.47485 -2.8288,1.98613;0.862033 2.66539 0.782124 0.021689 0.685973 1.88477 0.819247 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4214;1789213265589;-0.0092049,-0.0307273,-0.0249467;-2.67747,-1.95984 -10,-1.95984 -10,-2.29657 3.31641,-1.78215 3.17026,2.01967 10,2.01967 10,2.47788 -2.82959,1.98483;0.861886 2.66539 0.782818 0.0216887 0.685945 1.88477 0.819887 0.0212678;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4215;1789213265651;-0.00921857,-0.0307493,-0.0250126;-2.67669,-1.95984 -10,-1.95984 -10,-2.29569 3.31474,-1.78555 3.16933,2.01967 10,2.01967 10,2.47532 -2.82732,1.98412;0.861707 2.66539 0.78263 0.0216876 0.685791 1.88477 0.819349 0.0212663;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4216;1789213265705;-0.00914878,-0.0307292,-0.0243366;-2.67778,-1.95984 -10,-1.95984 -10,-2.30023 3.31617,-1.78811 3.16951,2.01967 10,2.01967 10,2.47935 -2.82969,1.98401;0.86195 2.66539 0.783549 0.0216886 0.685828 1.88477 0.820197 0.0212676;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4217;1789213265755;-0.00903895,-0.0306888,-0.0243414;-2.67668,-1.95984 -10,-1.95984 -10,-2.29949 3.31612,-1.78354 3.16848,2.01967 10,2.01967 10,2.4809 -2.82946,1.98477;0.861723 2.66539 0.783409 0.0216882 0.685672 1.88477 0.82052 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4218;1789213265803;-0.00894983,-0.030734,-0.0237462;-2.67581,-1.95984 -10,-1.95984 -10,-2.30138 3.31666,-1.78348 3.16885,2.01967 10,2.01967 10,2.48126 -2.82958,1.98325;0.861547 2.66539 0.783795 0.0216884 0.685733 1.88477 0.820599 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4219;1789213265856;-0.00886522,-0.0308638,-0.0240075;-2.67522,-1.95984 -10,-1.95984 -10,-2.30124 3.31729,-1.7809 3.16867,2.01967 10,2.01967 10,2.48364 -2.82909,1.98273;0.861422 2.66539 0.783773 0.0216888 0.68571 1.88477 0.821101 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4220;1789213265899;-0.00882804,-0.0309726,-0.0242395;-2.6751,-1.95984 -10,-1.95984 -10,-2.30345 3.31541,-1.78505 3.1673,2.01967 10,2.01967 10,2.48311 -2.82879,1.9839;0.861394 2.66539 0.784212 0.0216872 0.685489 1.88477 0.820987 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4221;1789213265954;-0.00883939,-0.0311233,-0.0248225;-2.67626,-1.95984 -10,-1.95984 -10,-2.29721 3.31703,-1.78234 3.17018,2.01967 10,2.01967 10,2.4777 -2.8284,1.98355;0.861629 2.66539 0.782948 0.0216892 0.685938 1.88477 0.819851 0.0212667;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4222;1789213266006;-0.00885283,-0.0312545,-0.0238624;-2.6775,-1.95984 -10,-1.95984 -10,-2.30151 3.31671,-1.78397 3.16896,2.01967 10,2.01967 10,2.48164 -2.83037,1.98374;0.861899 2.66539 0.783819 0.0216885 0.68575 1.88477 0.820678 0.0212678;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4223;1789213266059;-0.00888083,-0.0313319,-0.0240427;-2.67566,-1.95984 -10,-1.95984 -10,-2.30173 3.31664,-1.7799 3.16801,2.01967 10,2.01967 10,2.48337 -2.82992,1.98242;0.861518 2.66539 0.783874 0.021688 0.685606 1.88477 0.821044 0.0212671;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4224;1789213266103;-0.00890384,-0.0313955,-0.0239202;-2.6752,-1.95984 -10,-1.95984 -10,-2.30951 3.31826,-1.78559 3.1688,2.01967 10,2.01967 10,2.48679 -2.83023,1.98124;0.861428 2.66539 0.785448 0.021689 0.685735 1.88477 0.821767 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4225;1789213266152;-0.00887993,-0.0313848,-0.0239142;-2.67591,-1.95984 -10,-1.95984 -10,-2.29547 3.31768,-1.77441 3.16927,2.01967 10,2.01967 10,2.48352 -2.83029,1.9829;0.861574 2.66539 0.782611 0.0216892 0.685806 1.88477 0.821075 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4226;1789213266201;-0.00885605,-0.0313742,-0.0238478;-2.67559,-1.95984 -10,-1.95984 -10,-2.30255 3.31645,-1.78293 3.16842,2.01967 10,2.01967 10,2.48193 -2.82933,1.98222;0.8615 2.66539 0.784035 0.021688 0.685666 1.88477 0.820743 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4227;1789213266266;-0.00880355,-0.0314,-0.0240962;-2.67463,-1.95984 -10,-1.95984 -10,-2.30315 3.31778,-1.78328 3.16893,2.01967 10,2.01967 10,2.4858 -2.82904,1.98324;0.8613 2.66539 0.784156 0.0216892 0.685753 1.88477 0.821553 0.0212662;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4228;1789213266315;-0.00875573,-0.0314352,-0.0242351;-2.67504,-1.95984 -10,-1.95984 -10,-2.30926 3.31703,-1.78315 3.16724,2.01967 10,2.01967 10,2.48654 -2.83022,1.98171;0.861395 2.66539 0.785403 0.0216877 0.685492 1.88477 0.821714 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4229;1789213266362;-0.00872407,-0.0314997,-0.0234662;-2.67568,-1.95984 -10,-1.95984 -10,-2.30529 3.31732,-1.78362 3.16854,2.01967 10,2.01967 10,2.4829 -2.82956,1.9825;0.861521 2.66539 0.784591 0.0216885 0.68569 1.88477 0.820945 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4230;1789213266418;-0.00869234,-0.0315913,-0.0237655;-2.67391,-1.95984 -10,-1.95984 -10,-2.30729 3.31721,-1.78075 3.16688,2.01967 10,2.01967 10,2.48808 -2.82985,1.98005;0.861161 2.66539 0.785007 0.0216879 0.685438 1.88477 0.82204 0.0212662;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4231;1789213266466;-0.00868585,-0.0316548,-0.0241725;-2.67484,-1.95984 -10,-1.95984 -10,-2.29812 3.31654,-1.77615 3.16793,2.01967 10,2.01967 10,2.48475 -2.82947,1.98059;0.861347 2.66539 0.783147 0.0216881 0.685594 1.88477 0.821339 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4232;1789213266514;-0.00869743,-0.0317052,-0.02368;-2.67533,-1.95984 -10,-1.95984 -10,-2.3055 3.31747,-1.78176 3.16838,2.01967 10,2.01967 10,2.48566 -2.8301,1.98147;0.861452 2.66539 0.78464 0.0216885 0.685668 1.88477 0.821527 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4233;1789213266571;-0.00867845,-0.0317487,-0.0246071;-2.6758,-1.95984 -10,-1.95984 -10,-2.30084 3.31664,-1.786 3.16948,2.01967 10,2.01967 10,2.47935 -2.82828,1.98352;0.861534 2.66539 0.78368 0.0216887 0.685827 1.88477 0.820197 0.0212664;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4234;1789213266620;-0.00859599,-0.0317504,-0.0249805;-2.67746,-1.95984 -10,-1.95984 -10,-2.29271 3.31531,-1.79093 3.17102,2.01967 10,2.01967 10,2.46956 -2.82678,1.98426;0.861861 2.66539 0.782013 0.021689 0.686051 1.88477 0.818142 0.0212666;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4235;1789213266670;-0.00853571,-0.0317457,-0.0244536;-2.67614,-1.95984 -10,-1.95984 -10,-2.29657 3.31569,-1.78807 3.17079,2.01967 10,2.01967 10,2.4727 -2.8268,1.98503;0.861591 2.66539 0.782804 0.0216886 0.68602 1.88477 0.818798 0.0212663;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4236;1789213266716;-0.00858749,-0.0317128,-0.025033;-2.67611,-1.95984 -10,-1.95984 -10,-2.28967 3.3172,-1.77617 3.17086,2.01967 10,2.01967 10,2.47904 -2.82823,1.98407;0.861596 2.66539 0.781426 0.0216897 0.686043 1.88477 0.820131 0.0212665;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4237;1789213266769;-0.00864776,-0.0316742,-0.0239778;-2.67435,-1.95984 -10,-1.95984 -10,-2.30256 3.31698,-1.78283 3.16809,2.01967 10,2.01967 10,2.48415 -2.82828,1.98246;0.861236 2.66539 0.784036 0.0216885 0.68562 1.88477 0.821209 0.0212657;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4238;1789213266823;-0.00874725,-0.031611,-0.0234266;-2.67393,-1.95984 -10,-1.95984 -10,-2.30998 3.31895,-1.78156 3.16752,2.01967 10,2.01967 10,2.49026 -2.83091,1.97981;0.861176 2.66539 0.785553 0.0216892 0.685548 1.88477 0.822499 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4239;1789213266873;-0.0088411,-0.0315517,-0.0239998;-2.67551,-1.95984 -10,-1.95984 -10,-2.30211 3.31709,-1.78303 3.16875,2.01967 10,2.01967 10,2.48353 -2.82974,1.98204;0.861487 2.66539 0.783945 0.0216887 0.68572 1.88477 0.821079 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4240;1789213266920;-0.00880118,-0.0315102,-0.0241368;-2.6757,-1.95984 -10,-1.95984 -10,-2.30179 3.31619,-1.78606 3.16842,2.01967 10,2.01967 10,2.48111 -2.82856,1.98396;0.861516 2.66539 0.783872 0.0216882 0.685664 1.88477 0.820566 0.0212665;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4241;1789213266967;-0.00874834,-0.0314707,-0.0246218;-2.67633,-1.95984 -10,-1.95984 -10,-2.29952 3.31588,-1.78123 3.16808,2.01967 10,2.01967 10,2.48128 -2.82949,1.98295;0.861652 2.66539 0.783421 0.0216878 0.685611 1.88477 0.820604 0.0212671;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4242;1789213267014;-0.00874367,-0.0314001,-0.024979;-2.67652,-1.95984 -10,-1.95984 -10,-2.29838 3.31635,-1.78651 3.17025,2.01967 10,2.01967 10,2.47781 -2.82809,1.98486;0.861678 2.66539 0.783176 0.0216888 0.685942 1.88477 0.81987 0.0212666;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4243;1789213267077;-0.00876181,-0.0312894,-0.0238593;-2.67582,-1.95984 -10,-1.95984 -10,-2.3044 3.31766,-1.78436 3.16938,2.01967 10,2.01967 10,2.48342 -2.82971,1.98268;0.86155 2.66539 0.784408 0.021689 0.685819 1.88477 0.821054 0.021267;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4244;1789213267129;-0.00880495,-0.0312581,-0.0246589;-2.67702,-1.95984 -10,-1.95984 -10,-2.29878 3.31623,-1.78783 3.17046,2.01967 10,2.01967 10,2.47657 -2.82794,1.98512;0.861779 2.66539 0.783254 0.0216888 0.685973 1.88477 0.819611 0.0212667;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4245;1789213267178;-0.0088733,-0.0312869,-0.0249723;-2.6777,-1.95984 -10,-1.95984 -10,-2.28367 3.31432,-1.77922 3.17091,2.01967 10,2.01967 10,2.4698 -2.82679,1.98657;0.861909 2.66539 0.780201 0.0216882 0.68603 1.88477 0.818186 0.0212668;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4246;1789213267222;-0.0088776,-0.0313136,-0.0254841;-2.67742,-1.95984 -10,-1.95984 -10,-2.28343 3.31536,-1.77856 3.17107,2.01967 10,2.01967 10,2.472 -2.82708,1.98616;0.861855 2.66539 0.780154 0.0216891 0.686062 1.88477 0.818649 0.0212667;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4247;1789213267274;-0.00877724,-0.0313472,-0.0254153;-2.67814,-1.95984 -10,-1.95984 -10,-2.29498 3.3148,-1.78773 3.1697,2.01967 10,2.01967 10,2.47365 -2.82827,1.98532;0.862013 2.66539 0.782483 0.021688 0.685848 1.88477 0.818998 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4248;1789213267327;-0.00870276,-0.0313791,-0.0254861;-2.67574,-1.95984 -10,-1.95984 -10,-2.29526 3.31498,-1.78485 3.16982,2.01967 10,2.01967 10,2.47397 -2.8262,1.98418;0.861504 2.66539 0.782545 0.0216878 0.685868 1.88477 0.819067 0.0212656;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4249;1789213267385;-0.00878163,-0.0314026,-0.025586;-2.67843,-1.95984 -10,-1.95984 -10,-2.29062 3.31517,-1.78978 3.17209,2.01967 10,2.01967 10,2.46895 -2.82687,1.98657;0.86206 2.66539 0.78159 0.0216891 0.686212 1.88477 0.818009 0.0212669;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4250;1789213267433;-0.00884624,-0.0314211,-0.0260292;-2.67915,-1.95984 -10,-1.95984 -10,-2.28503 3.31316,-1.79319 3.1719,2.01967 10,2.01967 10,2.46153 -2.82488,1.98832;0.862192 2.66539 0.780446 0.0216883 0.68617 1.88477 0.81645 0.0212665;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4251;1789213267484;-0.00879701,-0.0314531,-0.0262304;-2.68072,-1.95984 -10,-1.95984 -10,-2.28254 3.31335,-1.79428 3.17329,2.01967 10,2.01967 10,2.46047 -2.82573,1.98833;0.86252 2.66539 0.779938 0.0216889 0.686381 1.88477 0.816229 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4252;1789213267529;-0.00875374,-0.031481,-0.0263515;-2.67946,-1.95984 -10,-1.95984 -10,-2.2751 3.31252,-1.7804 3.17111,2.01967 10,2.01967 10,2.46419 -2.82641,1.98818;0.862267 2.66539 0.77846 0.0216878 0.686048 1.88477 0.817008 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
4253;1789213267578;-0.00863598,-0.0314109,-0.0272143;-2.68201,-1.95984 -10,-1.95984 -10,-2.27376 3.31264,-1.79315 3.17431,2.01967 10,2.01967 10,2.45606 -2.82522,1.99094;0.86278 2.66539 0.778161 0.0216893 0.686533 1.88477 0.8153 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
